Position	Counts	End
-20	514	5
-19	434	5
-18	534	5
-17	661	5
-16	722	5
-15	781	5
-14	487	5
-13	566	5
-12	622	5
-11	1577	5
-10	24707	5
-9	142618	5
-8	257807	5
-7	159584	5
-6	30628	5
-5	30799	5
-4	23915	5
-3	15292	5
-2	27829	5
-1	19280	5
0	22746	5
1	28340	5
2	16649	5
3	31145	5
4	14327	5
5	41330	5
6	5136	5
7	8783	5
8	14133	5
9	12371	5
10	17698	5
11	9935	5
12	9148	5
13	16321	5
14	13111	5
15	8205	5
16	16490	5
17	11617	5
18	8980	5
19	14165	5
20	10021	5
21	10593	5
22	14954	5
23	10400	5
24	9007	5
25	15202	5
-20	7462	3
-19	7849	3
-18	10799	3
-17	6455	3
-16	1361	3
-15	1595	3
-14	866	3
-13	356	3
-12	152	3
-11	139	3
-10	139	3
-9	151	3
-8	83	3
-7	139	3
-6	116	3
-5	127	3
-4	127	3
-3	78	3
-2	135	3
-1	102	3
0	139	3
1	136	3
2	73	3
3	52	3
4	75	3
5	134	3
6	55	3
7	79	3
8	79	3
9	49	3
10	59	3
11	64	3
12	58	3
13	81	3
14	54	3
15	104	3
16	158	3
17	71	3
18	45	3
19	63	3
20	75	3
21	62	3
22	93	3
23	63	3
24	62	3
25	36	3
