Position	Counts	End
-20	5197	5
-19	5184	5
-18	5121	5
-17	5747	5
-16	6080	5
-15	6314	5
-14	5553	5
-13	5455	5
-12	5236	5
-11	5561	5
-10	5369	5
-9	5177	5
-8	4900	5
-7	5500	5
-6	5490	5
-5	4830	5
-4	5334	5
-3	5405	5
-2	5133	5
-1	5303	5
0	5058	5
1	5209	5
2	5007	5
3	4503	5
4	4271	5
5	5744	5
6	7680	5
7	4860	5
8	7269	5
9	4965	5
10	5679	5
11	5561	5
12	5568	5
13	5139	5
14	5656	5
15	5423	5
16	5233	5
17	5466	5
18	5493	5
19	5164	5
20	5612	5
21	5488	5
22	5357	5
23	5397	5
24	5520	5
25	5235	5
-20	7051	3
-19	6948	3
-18	6448	3
-17	7016	3
-16	7361	3
-15	7464	3
-14	6791	3
-13	7250	3
-12	7019	3
-11	7660	3
-10	7375	3
-9	7001	3
-8	7772	3
-7	7603	3
-6	7072	3
-5	7565	3
-4	7219	3
-3	6557	3
-2	7745	3
-1	7251	3
0	7597	3
1	8158	3
2	7262	3
3	7131	3
4	8170	3
5	7094	3
6	7257	3
7	7200	3
8	7508	3
9	7432	3
10	7263	3
11	7226	3
12	7361	3
13	7272	3
14	7170	3
15	7292	3
16	7182	3
17	7485	3
18	7177	3
19	7207	3
20	7273	3
21	7200	3
22	7384	3
23	7243	3
24	7204	3
25	7022	3
