Position	Counts	End
-20	1094	5
-19	1063	5
-18	1233	5
-17	1045	5
-16	835	5
-15	969	5
-14	828	5
-13	826	5
-12	757	5
-11	596	5
-10	666	5
-9	4047	5
-8	47048	5
-7	77140	5
-6	7317	5
-5	12944	5
-4	18569	5
-3	3231	5
-2	10195	5
-1	15345	5
0	3718	5
1	21097	5
2	21724	5
3	4481	5
4	10535	5
5	26555	5
6	5752	5
7	10927	5
8	20590	5
9	3760	5
10	14873	5
11	21764	5
12	4246	5
13	12572	5
14	20424	5
15	2839	5
16	12164	5
17	26303	5
18	3282	5
19	11555	5
20	18881	5
21	3115	5
22	13555	5
23	20209	5
24	3383	5
25	10690	5
-20	8055	3
-19	1337	3
-18	5348	3
-17	10633	3
-16	1056	3
-15	2075	3
-14	2711	3
-13	423	3
-12	168	3
-11	196	3
-10	185	3
-9	163	3
-8	152	3
-7	144	3
-6	141	3
-5	120	3
-4	141	3
-3	147	3
-2	131	3
-1	134	3
0	115	3
1	96	3
2	157	3
3	97	3
4	125	3
5	89	3
6	120	3
7	103	3
8	131	3
9	110	3
10	140	3
11	127	3
12	119	3
13	100	3
14	102	3
15	111	3
16	164	3
17	162	3
18	121	3
19	101	3
20	112	3
21	103	3
22	113	3
23	110	3
24	100	3
25	119	3
