Position	Counts	End
-20	897	5
-19	818	5
-18	938	5
-17	807	5
-16	714	5
-15	8939	5
-14	2235	5
-13	714	5
-12	690	5
-11	674	5
-10	703	5
-9	2765	5
-8	31411	5
-7	61209	5
-6	9236	5
-5	11615	5
-4	21335	5
-3	4980	5
-2	9208	5
-1	17735	5
0	4874	5
1	16481	5
2	20439	5
3	4129	5
4	13447	5
5	29016	5
6	7469	5
7	10424	5
8	15761	5
9	3589	5
10	9573	5
11	16304	5
12	3054	5
13	7152	5
14	14084	5
15	3201	5
16	6881	5
17	14152	5
18	3256	5
19	6344	5
20	10772	5
21	2421	5
22	5162	5
23	10430	5
24	2336	5
25	6309	5
-20	7648	3
-19	1455	3
-18	4146	3
-17	8537	3
-16	1416	3
-15	4244	3
-14	9277	3
-13	1508	3
-12	559	3
-11	388	3
-10	325	3
-9	279	3
-8	327	3
-7	192	3
-6	246	3
-5	211	3
-4	199	3
-3	171	3
-2	186	3
-1	122	3
0	138	3
1	132	3
2	216	3
3	161	3
4	226	3
5	151	3
6	203	3
7	187	3
8	127	3
9	122	3
10	104	3
11	1065	3
12	472	3
13	95	3
14	124	3
15	133	3
16	157	3
17	113	3
18	147	3
19	335	3
20	232	3
21	99	3
22	112	3
23	109	3
24	101	3
25	116	3
