Position	Counts	End
-20	882	5
-19	744	5
-18	900	5
-17	880	5
-16	954	5
-15	1059	5
-14	946	5
-13	936	5
-12	785	5
-11	1051	5
-10	1671	5
-9	9936	5
-8	81187	5
-7	83999	5
-6	8569	5
-5	11421	5
-4	11548	5
-3	3939	5
-2	8487	5
-1	8610	5
0	3225	5
1	13993	5
2	8129	5
3	2955	5
4	7938	5
5	12779	5
6	5841	5
7	10467	5
8	9864	5
9	2859	5
10	13853	5
11	11585	5
12	3618	5
13	11454	5
14	13303	5
15	3108	5
16	12033	5
17	14908	5
18	2775	5
19	12596	5
20	12508	5
21	3151	5
22	13493	5
23	13119	5
24	3746	5
25	12921	5
-20	8405	3
-19	1689	3
-18	7798	3
-17	9315	3
-16	5306	3
-15	27158	3
-14	28750	3
-13	2251	3
-12	1197	3
-11	1103	3
-10	645	3
-9	515	3
-8	441	3
-7	418	3
-6	330	3
-5	282	3
-4	278	3
-3	302	3
-2	257	3
-1	184	3
0	181	3
1	153	3
2	153	3
3	145	3
4	139	3
5	157	3
6	116	3
7	122	3
8	119	3
9	95	3
10	78	3
11	89	3
12	109	3
13	93	3
14	127	3
15	111	3
16	113	3
17	102	3
18	76	3
19	117	3
20	81	3
21	75	3
22	116	3
23	89	3
24	80	3
25	83	3
