Position	Counts	End
-20	358	5
-19	372	5
-18	370	5
-17	370	5
-16	390	5
-15	409	5
-14	365	5
-13	385	5
-12	372	5
-11	418	5
-10	754	5
-9	4105	5
-8	20697	5
-7	17354	5
-6	5108	5
-5	10032	5
-4	12908	5
-3	12198	5
-2	17125	5
-1	16313	5
0	14516	5
1	21697	5
2	20115	5
3	9564	5
4	19235	5
5	26538	5
6	8789	5
7	8623	5
8	6544	5
9	5039	5
10	11606	5
11	11184	5
12	5656	5
13	9175	5
14	11256	5
15	5203	5
16	10152	5
17	10213	5
18	6082	5
19	9444	5
20	9993	5
21	5019	5
22	10020	5
23	9315	5
24	5104	5
25	9806	5
-20	2211	3
-19	1169	3
-18	2347	3
-17	2397	3
-16	930	3
-15	1196	3
-14	1088	3
-13	642	3
-12	594	3
-11	844	3
-10	476	3
-9	354	3
-8	379	3
-7	284	3
-6	282	3
-5	252	3
-4	184	3
-3	111	3
-2	134	3
-1	122	3
0	165	3
1	132	3
2	289	3
3	72	3
4	65	3
5	97	3
6	123	3
7	104	3
8	92	3
9	110	3
10	152	3
11	103	3
12	106	3
13	110	3
14	93	3
15	107	3
16	142	3
17	140	3
18	87	3
19	110	3
20	86	3
21	108	3
22	132	3
23	107	3
24	99	3
25	122	3
