Position	Counts	End
-20	1608	5
-19	1738	5
-18	2043	5
-17	1324	5
-16	1716	5
-15	1868	5
-14	1614	5
-13	1675	5
-12	1354	5
-11	1037	5
-10	1250	5
-9	20182	5
-8	318628	5
-7	228502	5
-6	22567	5
-5	67344	5
-4	50348	5
-3	11985	5
-2	57660	5
-1	40854	5
0	10040	5
1	91892	5
2	50552	5
3	5320	5
4	65843	5
5	65986	5
6	14725	5
7	74847	5
8	43411	5
9	8635	5
10	70198	5
11	53878	5
12	10549	5
13	64663	5
14	51072	5
15	8335	5
16	63508	5
17	54725	5
18	9230	5
19	58791	5
20	45908	5
21	7816	5
22	59800	5
23	47824	5
24	8626	5
25	58973	5
-20	31816	3
-19	5049	3
-18	49291	3
-17	34464	3
-16	4207	3
-15	21311	3
-14	18746	3
-13	1807	3
-12	770	3
-11	699	3
-10	424	3
-9	307	3
-8	286	3
-7	276	3
-6	241	3
-5	194	3
-4	217	3
-3	277	3
-2	215	3
-1	145	3
0	157	3
1	232	3
2	182	3
3	131	3
4	169	3
5	119	3
6	123	3
7	106	3
8	151	3
9	154	3
10	111	3
11	116	3
12	126	3
13	101	3
14	126	3
15	125	3
16	211	3
17	94	3
18	135	3
19	124	3
20	103	3
21	107	3
22	119	3
23	107	3
24	120	3
25	113	3
