Position	Counts	End
-20	883	5
-19	735	5
-18	712	5
-17	631	5
-16	704	5
-15	797	5
-14	691	5
-13	759	5
-12	688	5
-11	651	5
-10	1214	5
-9	6835	5
-8	86169	5
-7	193044	5
-6	34688	5
-5	32871	5
-4	47143	5
-3	14333	5
-2	20706	5
-1	30175	5
0	10596	5
1	22866	5
2	42469	5
3	10082	5
4	8303	5
5	54418	5
6	3399	5
7	11265	5
8	22355	5
9	7882	5
10	13591	5
11	16796	5
12	5458	5
13	10039	5
14	18319	5
15	4278	5
16	9718	5
17	14379	5
18	4440	5
19	8964	5
20	10905	5
21	4181	5
22	8406	5
23	11031	5
24	3630	5
25	9038	5
-20	14406	3
-19	4508	3
-18	11986	3
-17	17149	3
-16	4792	3
-15	1221	3
-14	910	3
-13	428	3
-12	193	3
-11	119	3
-10	127	3
-9	113	3
-8	107	3
-7	113	3
-6	87	3
-5	70	3
-4	114	3
-3	66	3
-2	187	3
-1	93	3
0	113	3
1	92	3
2	89	3
3	73	3
4	92	3
5	86	3
6	52	3
7	72	3
8	72	3
9	86	3
10	80	3
11	62	3
12	70	3
13	63	3
14	72	3
15	64	3
16	104	3
17	84	3
18	64	3
19	69	3
20	72	3
21	58	3
22	82	3
23	79	3
24	64	3
25	59	3
