Position	Counts	End
-20	1185	5
-19	1165	5
-18	1269	5
-17	956	5
-16	979	5
-15	1071	5
-14	849	5
-13	863	5
-12	782	5
-11	577	5
-10	578	5
-9	3293	5
-8	48278	5
-7	48230	5
-6	6571	5
-5	15404	5
-4	15078	5
-3	3488	5
-2	13381	5
-1	12532	5
0	2689	5
1	20720	5
2	14885	5
3	2024	5
4	18268	5
5	21741	5
6	4222	5
7	18762	5
8	14423	5
9	3314	5
10	18242	5
11	18057	5
12	2773	5
13	16478	5
14	17502	5
15	2727	5
16	16962	5
17	18630	5
18	3228	5
19	17082	5
20	17045	5
21	2829	5
22	18346	5
23	18024	5
24	2858	5
25	17065	5
-20	9576	3
-19	1342	3
-18	9631	3
-17	9362	3
-16	1085	3
-15	3369	3
-14	3396	3
-13	388	3
-12	157	3
-11	131	3
-10	91	3
-9	74	3
-8	66	3
-7	69	3
-6	59	3
-5	64	3
-4	51	3
-3	77	3
-2	49	3
-1	49	3
0	71	3
1	37	3
2	64	3
3	55	3
4	28	3
5	46	3
6	37	3
7	45	3
8	54	3
9	55	3
10	32	3
11	47	3
12	49	3
13	38	3
14	43	3
15	45	3
16	80	3
17	52	3
18	44	3
19	40	3
20	24	3
21	42	3
22	63	3
23	57	3
24	73	3
25	39	3
