Position	Counts	End
-20	579	5
-19	620	5
-18	732	5
-17	610	5
-16	638	5
-15	676	5
-14	587	5
-13	607	5
-12	560	5
-11	511	5
-10	473	5
-9	5798	5
-8	112948	5
-7	136190	5
-6	26556	5
-5	30035	5
-4	35802	5
-3	11291	5
-2	24185	5
-1	23951	5
0	6293	5
1	33877	5
2	30876	5
3	3856	5
4	29545	5
5	47613	5
6	7631	5
7	31231	5
8	26368	5
9	6528	5
10	29450	5
11	32750	5
12	6360	5
13	25879	5
14	32427	5
15	5456	5
16	26536	5
17	34899	5
18	6810	5
19	25305	5
20	30290	5
21	5463	5
22	27894	5
23	32088	5
24	5809	5
25	24384	5
-20	13421	3
-19	1975	3
-18	11396	3
-17	14380	3
-16	2066	3
-15	4830	3
-14	5568	3
-13	792	3
-12	360	3
-11	292	3
-10	148	3
-9	116	3
-8	120	3
-7	89	3
-6	96	3
-5	99	3
-4	75	3
-3	130	3
-2	78	3
-1	68	3
0	67	3
1	58	3
2	109	3
3	52	3
4	63	3
5	64	3
6	41	3
7	50	3
8	45	3
9	54	3
10	64	3
11	58	3
12	42	3
13	50	3
14	58	3
15	51	3
16	71	3
17	71	3
18	66	3
19	55	3
20	45	3
21	56	3
22	63	3
23	41	3
24	57	3
25	54	3
