Position	Counts	End
-20	1244	5
-19	1250	5
-18	1358	5
-17	1194	5
-16	1515	5
-15	1429	5
-14	1405	5
-13	1267	5
-12	1793	5
-11	1611	5
-10	1456	5
-9	1566	5
-8	2006	5
-7	1180	5
-6	1902	5
-5	2200	5
-4	1942	5
-3	2309	5
-2	2024	5
-1	1731	5
0	2336	5
1	4443	5
2	3793	5
3	1780	5
4	7168	5
5	1396	5
6	2787	5
7	877	5
8	1314	5
9	1527	5
10	2177	5
11	1702	5
12	1665	5
13	1836	5
14	1953	5
15	1704	5
16	2013	5
17	1839	5
18	2555	5
19	2243	5
20	2030	5
21	1969	5
22	2275	5
23	2205	5
24	1725	5
25	2368	5
-20	3403	3
-19	2412	3
-18	2808	3
-17	3204	3
-16	2257	3
-15	3152	3
-14	3609	3
-13	2381	3
-12	2171	3
-11	2856	3
-10	2515	3
-9	2615	3
-8	2715	3
-7	2261	3
-6	2799	3
-5	3105	3
-4	2190	3
-3	2784	3
-2	2110	3
-1	1931	3
0	1963	3
1	2056	3
2	7324	3
3	1577	3
4	1928	3
5	2120	3
6	2460	3
7	2499	3
8	2518	3
9	2255	3
10	2345	3
11	2479	3
12	2220	3
13	2070	3
14	2203	3
15	1884	3
16	2070	3
17	2125	3
18	1899	3
19	2140	3
20	1999	3
21	1998	3
22	1996	3
23	2060	3
24	2087	3
25	1995	3
