Position	Counts	End
-20	484	5
-19	582	5
-18	618	5
-17	735	5
-16	816	5
-15	958	5
-14	1020	5
-13	1522	5
-12	1912	5
-11	2642	5
-10	6370	5
-9	14984	5
-8	17388	5
-7	12762	5
-6	6836	5
-5	7775	5
-4	10262	5
-3	7852	5
-2	6403	5
-1	5407	5
0	5182	5
1	3707	5
2	3046	5
3	4864	5
4	1946	5
5	5393	5
6	1114	5
7	1003	5
8	1645	5
9	1731	5
10	1504	5
11	1221	5
12	1555	5
13	1751	5
14	1390	5
15	1343	5
16	1437	5
17	1224	5
18	1567	5
19	1504	5
20	1215	5
21	1608	5
22	1408	5
23	1366	5
24	1413	5
25	1471	5
-20	1014	3
-19	1234	3
-18	1047	3
-17	677	3
-16	717	3
-15	415	3
-14	328	3
-13	387	3
-12	303	3
-11	334	3
-10	264	3
-9	232	3
-8	216	3
-7	290	3
-6	248	3
-5	182	3
-4	189	3
-3	97	3
-2	145	3
-1	136	3
0	277	3
1	374	3
2	270	3
3	325	3
4	317	3
5	198	3
6	229	3
7	210	3
8	262	3
9	270	3
10	213	3
11	234	3
12	216	3
13	218	3
14	391	3
15	544	3
16	411	3
17	189	3
18	251	3
19	198	3
20	184	3
21	237	3
22	188	3
23	212	3
24	280	3
25	216	3
