Position	Counts	End
-20	1182	5
-19	1061	5
-18	995	5
-17	1032	5
-16	1144	5
-15	1027	5
-14	829	5
-13	956	5
-12	846	5
-11	2179	5
-10	29900	5
-9	152541	5
-8	239198	5
-7	122911	5
-6	39737	5
-5	38001	5
-4	25514	5
-3	24923	5
-2	40829	5
-1	24404	5
0	37970	5
1	46074	5
2	22152	5
3	49377	5
4	21289	5
5	55334	5
6	17934	5
7	21891	5
8	19787	5
9	26184	5
10	33294	5
11	16452	5
12	19026	5
13	30875	5
14	18214	5
15	16183	5
16	28671	5
17	16108	5
18	16443	5
19	23967	5
20	13372	5
21	17469	5
22	22841	5
23	13337	5
24	14505	5
25	21659	5
-20	6275	3
-19	8713	3
-18	11388	3
-17	5472	3
-16	5131	3
-15	6723	3
-14	2615	3
-13	468	3
-12	193	3
-11	205	3
-10	210	3
-9	147	3
-8	139	3
-7	115	3
-6	109	3
-5	105	3
-4	128	3
-3	81	3
-2	97	3
-1	115	3
0	130	3
1	105	3
2	82	3
3	93	3
4	85	3
5	89	3
6	79	3
7	81	3
8	68	3
9	73	3
10	66	3
11	69	3
12	74	3
13	79	3
14	98	3
15	145	3
16	194	3
17	124	3
18	76	3
19	84	3
20	88	3
21	93	3
22	86	3
23	73	3
24	102	3
25	64	3
