Position	Counts	End
-20	1188	5
-19	1132	5
-18	1319	5
-17	1089	5
-16	1159	5
-15	1189	5
-14	1021	5
-13	932	5
-12	858	5
-11	778	5
-10	1011	5
-9	4276	5
-8	111466	5
-7	190009	5
-6	45079	5
-5	47150	5
-4	79227	5
-3	25960	5
-2	36307	5
-1	44183	5
0	15466	5
1	52484	5
2	63924	5
3	11690	5
4	35586	5
5	66499	5
6	12246	5
7	38660	5
8	47451	5
9	14638	5
10	32312	5
11	50544	5
12	11958	5
13	30414	5
14	54054	5
15	11732	5
16	32927	5
17	59343	5
18	13773	5
19	33234	5
20	56318	5
21	12289	5
22	34819	5
23	60232	5
24	13660	5
25	34968	5
-20	53994	3
-19	11682	3
-18	31643	3
-17	52889	3
-16	10870	3
-15	37863	3
-14	84608	3
-13	15262	3
-12	4453	3
-11	4215	3
-10	2495	3
-9	1921	3
-8	1581	3
-7	1056	3
-6	886	3
-5	785	3
-4	726	3
-3	620	3
-2	629	3
-1	524	3
0	496	3
1	422	3
2	663	3
3	408	3
4	328	3
5	334	3
6	339	3
7	296	3
8	265	3
9	256	3
10	221	3
11	229	3
12	188	3
13	202	3
14	200	3
15	181	3
16	290	3
17	270	3
18	195	3
19	199	3
20	202	3
21	159	3
22	200	3
23	157	3
24	191	3
25	139	3
