Position	Counts	End
-20	622	5
-19	627	5
-18	791	5
-17	758	5
-16	1038	5
-15	1122	5
-14	1156	5
-13	1405	5
-12	1066	5
-11	1098	5
-10	1785	5
-9	7149	5
-8	28970	5
-7	21916	5
-6	15153	5
-5	51927	5
-4	41224	5
-3	16761	5
-2	35586	5
-1	26134	5
0	15902	5
1	63493	5
2	23095	5
3	14052	5
4	28164	5
5	40116	5
6	20976	5
7	26483	5
8	26186	5
9	8633	5
10	25742	5
11	18060	5
12	6209	5
13	18485	5
14	16303	5
15	7920	5
16	24299	5
17	23065	5
18	8062	5
19	21175	5
20	19231	5
21	9061	5
22	19879	5
23	18357	5
24	7446	5
25	35770	5
-20	1815	3
-19	757	3
-18	2418	3
-17	1556	3
-16	840	3
-15	3182	3
-14	2487	3
-13	792	3
-12	539	3
-11	289	3
-10	375	3
-9	351	3
-8	249	3
-7	290	3
-6	306	3
-5	323	3
-4	363	3
-3	281	3
-2	266	3
-1	305	3
0	287	3
1	303	3
2	303	3
3	275	3
4	267	3
5	293	3
6	213	3
7	241	3
8	212	3
9	231	3
10	222	3
11	223	3
12	212	3
13	200	3
14	189	3
15	237	3
16	285	3
17	272	3
18	227	3
19	254	3
20	240	3
21	223	3
22	280	3
23	251	3
24	232	3
25	261	3
