Position	Counts	End
-20	490	5
-19	539	5
-18	460	5
-17	394	5
-16	386	5
-15	448	5
-14	389	5
-13	383	5
-12	393	5
-11	489	5
-10	2078	5
-9	9441	5
-8	21048	5
-7	14109	5
-6	7023	5
-5	12017	5
-4	8574	5
-3	5015	5
-2	9477	5
-1	7613	5
0	7266	5
1	11742	5
2	6985	5
3	10795	5
4	5568	5
5	21636	5
6	4408	5
7	6289	5
8	6332	5
9	6340	5
10	10495	5
11	6550	5
12	4766	5
13	9996	5
14	8664	5
15	4826	5
16	10182	5
17	8956	5
18	6633	5
19	10035	5
20	8400	5
21	7095	5
22	11041	5
23	8886	5
24	6003	5
25	11802	5
-20	14046	3
-19	10580	3
-18	14654	3
-17	11397	3
-16	17216	3
-15	36763	3
-14	29944	3
-13	6558	3
-12	3311	3
-11	2656	3
-10	2405	3
-9	2237	3
-8	2322	3
-7	1503	3
-6	1254	3
-5	1055	3
-4	984	3
-3	566	3
-2	699	3
-1	606	3
0	756	3
1	764	3
2	468	3
3	392	3
4	388	3
5	375	3
6	351	3
7	303	3
8	298	3
9	232	3
10	207	3
11	208	3
12	211	3
13	158	3
14	183	3
15	184	3
16	215	3
17	175	3
18	160	3
19	138	3
20	161	3
21	125	3
22	134	3
23	132	3
24	174	3
25	130	3
