Position	Counts	End
-20	16	5
-19	24	5
-18	23	5
-17	21	5
-16	26	5
-15	12	5
-14	19	5
-13	16	5
-12	26	5
-11	28	5
-10	27	5
-9	42	5
-8	99	5
-7	256	5
-6	65	5
-5	62	5
-4	88	5
-3	50	5
-2	63	5
-1	70	5
0	61	5
1	87	5
2	104	5
3	48	5
4	49	5
5	122	5
6	37	5
7	11	5
8	103	5
9	33	5
10	60	5
11	80	5
12	39	5
13	41	5
14	99	5
15	29	5
16	48	5
17	87	5
18	52	5
19	58	5
20	113	5
21	61	5
22	71	5
23	109	5
24	69	5
25	90	5
-20	138	3
-19	78	3
-18	66	3
-17	135	3
-16	76	3
-15	63	3
-14	67	3
-13	47	3
-12	23	3
-11	20	3
-10	18	3
-9	14	3
-8	26	3
-7	23	3
-6	21	3
-5	24	3
-4	20	3
-3	9	3
-2	12	3
-1	19	3
0	19	3
1	11	3
2	20	3
3	12	3
4	19	3
5	12	3
6	16	3
7	14	3
8	8	3
9	11	3
10	16	3
11	15	3
12	6	3
13	15	3
14	15	3
15	10	3
16	16	3
17	14	3
18	11	3
19	9	3
20	12	3
21	5	3
22	19	3
23	7	3
24	12	3
25	8	3
