Position	Counts	End
-20	872	5
-19	845	5
-18	843	5
-17	701	5
-16	789	5
-15	796	5
-14	708	5
-13	640	5
-12	550	5
-11	488	5
-10	679	5
-9	1935	5
-8	79612	5
-7	145874	5
-6	16097	5
-5	28240	5
-4	48435	5
-3	8367	5
-2	18535	5
-1	27334	5
0	5482	5
1	29388	5
2	34597	5
3	5155	5
4	18779	5
5	37572	5
6	5511	5
7	24080	5
8	31699	5
9	6581	5
10	21122	5
11	31990	5
12	5469	5
13	19627	5
14	35036	5
15	5189	5
16	19417	5
17	36996	5
18	5363	5
19	19657	5
20	34134	5
21	5032	5
22	20766	5
23	36366	5
24	5583	5
25	20328	5
-20	34598	3
-19	5059	3
-18	20063	3
-17	33314	3
-16	5059	3
-15	31292	3
-14	76231	3
-13	8989	3
-12	2580	3
-11	2381	3
-10	1989	3
-9	1464	3
-8	1225	3
-7	1036	3
-6	750	3
-5	600	3
-4	631	3
-3	607	3
-2	441	3
-1	456	3
0	454	3
1	533	3
2	371	3
3	377	3
4	357	3
5	328	3
6	245	3
7	258	3
8	258	3
9	220	3
10	204	3
11	208	3
12	173	3
13	183	3
14	162	3
15	187	3
16	211	3
17	208	3
18	124	3
19	155	3
20	155	3
21	113	3
22	149	3
23	142	3
24	129	3
25	149	3
