Position	Counts	End
-20	469	5
-19	517	5
-18	662	5
-17	496	5
-16	527	5
-15	601	5
-14	539	5
-13	562	5
-12	486	5
-11	533	5
-10	4384	5
-9	39925	5
-8	181465	5
-7	150192	5
-6	20213	5
-5	20825	5
-4	21392	5
-3	14123	5
-2	21475	5
-1	15905	5
0	9807	5
1	26838	5
2	12584	5
3	6710	5
4	14164	5
5	18681	5
6	10609	5
7	8867	5
8	11584	5
9	5126	5
10	17545	5
11	10933	5
12	5459	5
13	14198	5
14	12796	5
15	5323	5
16	17342	5
17	15781	5
18	5734	5
19	17718	5
20	14676	5
21	6409	5
22	20796	5
23	16275	5
24	6647	5
25	18803	5
-20	12695	3
-19	4605	3
-18	16175	3
-17	14190	3
-16	1914	3
-15	2074	3
-14	1576	3
-13	702	3
-12	348	3
-11	406	3
-10	227	3
-9	139	3
-8	119	3
-7	90	3
-6	72	3
-5	99	3
-4	108	3
-3	83	3
-2	72	3
-1	79	3
0	73	3
1	98	3
2	93	3
3	38	3
4	66	3
5	50	3
6	49	3
7	54	3
8	53	3
9	57	3
10	46	3
11	54	3
12	37	3
13	42	3
14	55	3
15	55	3
16	65	3
17	71	3
18	40	3
19	43	3
20	54	3
21	45	3
22	43	3
23	30	3
24	41	3
25	42	3
