Position	Counts	End
-20	359	5
-19	292	5
-18	322	5
-17	335	5
-16	282	5
-15	315	5
-14	288	5
-13	256	5
-12	321	5
-11	287	5
-10	577	5
-9	2801	5
-8	16317	5
-7	112480	5
-6	33200	5
-5	8813	5
-4	19043	5
-3	11747	5
-2	9073	5
-1	16509	5
0	11156	5
1	15100	5
2	26056	5
3	6966	5
4	10763	5
5	20948	5
6	5787	5
7	1042	5
8	14289	5
9	6766	5
10	5540	5
11	10844	5
12	4669	5
13	3583	5
14	12319	5
15	4861	5
16	5015	5
17	14016	5
18	6533	5
19	5590	5
20	13251	5
21	6050	5
22	6231	5
23	13574	5
24	6219	5
25	5929	5
-20	16297	3
-19	7375	3
-18	5460	3
-17	16789	3
-16	7361	3
-15	18151	3
-14	39716	3
-13	14411	3
-12	2812	3
-11	3014	3
-10	1814	3
-9	1726	3
-8	1605	3
-7	1520	3
-6	1416	3
-5	1306	3
-4	1084	3
-3	704	3
-2	940	3
-1	403	3
0	203	3
1	140	3
2	155	3
3	53	3
4	65	3
5	73	3
6	57	3
7	80	3
8	54	3
9	43	3
10	53	3
11	49	3
12	48	3
13	58	3
14	62	3
15	49	3
16	42	3
17	85	3
18	44	3
19	47	3
20	59	3
21	42	3
22	56	3
23	46	3
24	42	3
25	43	3
