Position	Counts	End
-20	883	5
-19	596	5
-18	750	5
-17	689	5
-16	655	5
-15	791	5
-14	682	5
-13	628	5
-12	622	5
-11	579	5
-10	830	5
-9	4401	5
-8	40400	5
-7	73499	5
-6	10101	5
-5	12067	5
-4	19143	5
-3	4343	5
-2	9537	5
-1	14940	5
0	3512	5
1	15244	5
2	15646	5
3	3359	5
4	8549	5
5	25492	5
6	6466	5
7	8959	5
8	18762	5
9	3640	5
10	13630	5
11	19666	5
12	3910	5
13	11931	5
14	23190	5
15	3763	5
16	12915	5
17	25706	5
18	4087	5
19	13576	5
20	21167	5
21	3931	5
22	14605	5
23	24308	5
24	5235	5
25	14765	5
-20	14082	3
-19	2209	3
-18	7176	3
-17	14337	3
-16	2432	3
-15	7635	3
-14	13474	3
-13	1924	3
-12	520	3
-11	304	3
-10	217	3
-9	142	3
-8	103	3
-7	104	3
-6	77	3
-5	80	3
-4	95	3
-3	97	3
-2	76	3
-1	67	3
0	84	3
1	63	3
2	66	3
3	42	3
4	69	3
5	69	3
6	49	3
7	59	3
8	45	3
9	51	3
10	67	3
11	69	3
12	105	3
13	54	3
14	58	3
15	58	3
16	75	3
17	55	3
18	60	3
19	52	3
20	60	3
21	50	3
22	56	3
23	65	3
24	44	3
25	159	3
