Position	Counts	End
-20	550	5
-19	631	5
-18	461	5
-17	507	5
-16	405	5
-15	16921	5
-14	5283	5
-13	390	5
-12	497	5
-11	402	5
-10	494	5
-9	2826	5
-8	14782	5
-7	53437	5
-6	10038	5
-5	5558	5
-4	15171	5
-3	4377	5
-2	3918	5
-1	11878	5
0	3365	5
1	6443	5
2	12861	5
3	2369	5
4	4364	5
5	20902	5
6	4736	5
7	2069	5
8	11511	5
9	3190	5
10	3687	5
11	10315	5
12	2596	5
13	2612	5
14	8130	5
15	2162	5
16	2438	5
17	7215	5
18	2184	5
19	2298	5
20	6200	5
21	1680	5
22	2006	5
23	5292	5
24	1566	5
25	1786	5
-20	3182	3
-19	876	3
-18	1200	3
-17	3715	3
-16	921	3
-15	1852	3
-14	4767	3
-13	1364	3
-12	385	3
-11	229	3
-10	146	3
-9	133	3
-8	147	3
-7	169	3
-6	244	3
-5	207	3
-4	170	3
-3	139	3
-2	172	3
-1	152	3
0	146	3
1	306	3
2	1600	3
3	475	3
4	607	3
5	456	3
6	508	3
7	579	3
8	248	3
9	200	3
10	137	3
11	10665	3
12	2496	3
13	174	3
14	178	3
15	324	3
16	345	3
17	204	3
18	333	3
19	676	3
20	348	3
21	220	3
22	342	3
23	150	3
24	186	3
25	204	3
