Position	Counts	End
-20	411	5
-19	343	5
-18	358	5
-17	379	5
-16	309	5
-15	9916	5
-14	5768	5
-13	712	5
-12	468	5
-11	258	5
-10	375	5
-9	1210	5
-8	11691	5
-7	78635	5
-6	12962	5
-5	6550	5
-4	23623	5
-3	4612	5
-2	4027	5
-1	18671	5
0	3499	5
1	6111	5
2	25736	5
3	2778	5
4	2295	5
5	22439	5
6	3769	5
7	451	5
8	11505	5
9	2175	5
10	2231	5
11	8015	5
12	1869	5
13	1526	5
14	6004	5
15	1333	5
16	1462	5
17	5037	5
18	1212	5
19	1141	5
20	4255	5
21	983	5
22	1014	5
23	3847	5
24	934	5
25	867	5
-20	2488	3
-19	578	3
-18	656	3
-17	3009	3
-16	549	3
-15	1136	3
-14	3335	3
-13	1094	3
-12	187	3
-11	95	3
-10	86	3
-9	79	3
-8	48	3
-7	76	3
-6	119	3
-5	64	3
-4	75	3
-3	75	3
-2	70	3
-1	84	3
0	141	3
1	137	3
2	116	3
3	150	3
4	234	3
5	130	3
6	411	3
7	107	3
8	54	3
9	83	3
10	81	3
11	475	3
12	186	3
13	114	3
14	111	3
15	290	3
16	237	3
17	142	3
18	140	3
19	472	3
20	58	3
21	46	3
22	140	3
23	55	3
24	49	3
25	78	3
