Position	Counts	End
-20	4867	5
-19	4610	5
-18	4694	5
-17	5005	5
-16	5456	5
-15	5080	5
-14	4961	5
-13	4640	5
-12	4544	5
-11	4725	5
-10	4608	5
-9	4563	5
-8	4411	5
-7	4429	5
-6	4587	5
-5	4073	5
-4	4144	5
-3	3895	5
-2	4101	5
-1	4032	5
0	3899	5
1	4248	5
2	4317	5
3	4720	5
4	4351	5
5	5397	5
6	4637	5
7	2779	5
8	3971	5
9	3224	5
10	4248	5
11	3849	5
12	3798	5
13	3991	5
14	4126	5
15	3922	5
16	4061	5
17	3914	5
18	4039	5
19	3666	5
20	3846	5
21	3722	5
22	3851	5
23	3874	5
24	3511	5
25	3959	5
-20	10546	3
-19	10474	3
-18	10974	3
-17	10546	3
-16	11338	3
-15	10875	3
-14	10829	3
-13	10662	3
-12	10970	3
-11	11043	3
-10	11513	3
-9	10894	3
-8	11516	3
-7	12761	3
-6	12210	3
-5	12693	3
-4	12601	3
-3	11328	3
-2	12909	3
-1	13614	3
0	14672	3
1	14034	3
2	15547	3
3	12842	3
4	12511	3
5	12042	3
6	12231	3
7	11724	3
8	12732	3
9	12189	3
10	12629	3
11	12485	3
12	12472	3
13	12466	3
14	13183	3
15	12578	3
16	12678	3
17	12910	3
18	12725	3
19	12929	3
20	13169	3
21	13173	3
22	13611	3
23	13449	3
24	13467	3
25	12889	3
