Position	Counts	End
-20	202	5
-19	148	5
-18	245	5
-17	168	5
-16	269	5
-15	274	5
-14	151	5
-13	181	5
-12	325	5
-11	463	5
-10	174	5
-9	425	5
-8	4598	5
-7	17256	5
-6	11308	5
-5	5916	5
-4	11921	5
-3	8479	5
-2	8484	5
-1	13437	5
0	16722	5
1	47649	5
2	46755	5
3	6582	5
4	57628	5
5	12375	5
6	4066	5
7	1465	5
8	5123	5
9	2774	5
10	7324	5
11	5859	5
12	2274	5
13	3083	5
14	5962	5
15	3420	5
16	3801	5
17	4132	5
18	3314	5
19	3990	5
20	5421	5
21	1552	5
22	1982	5
23	3266	5
24	1486	5
25	2101	5
-20	2484	3
-19	701	3
-18	1151	3
-17	2106	3
-16	635	3
-15	2075	3
-14	6283	3
-13	928	3
-12	653	3
-11	1076	3
-10	776	3
-9	1456	3
-8	564	3
-7	398	3
-6	645	3
-5	811	3
-4	382	3
-3	643	3
-2	450	3
-1	190	3
0	109	3
1	55	3
2	231	3
3	56	3
4	23	3
5	35	3
6	41	3
7	60	3
8	66	3
9	108	3
10	160	3
11	164	3
12	181	3
13	88	3
14	63	3
15	60	3
16	116	3
17	64	3
18	114	3
19	109	3
20	110	3
21	44	3
22	98	3
23	124	3
24	68	3
25	197	3
