Position	Counts	End
-20	3370	5
-19	3207	5
-18	2954	5
-17	2747	5
-16	2310	5
-15	2687	5
-14	2532	5
-13	2631	5
-12	2302	5
-11	2173	5
-10	3067	5
-9	16426	5
-8	195375	5
-7	525948	5
-6	136297	5
-5	72938	5
-4	101203	5
-3	42494	5
-2	38458	5
-1	61074	5
0	24285	5
1	37230	5
2	101346	5
3	27539	5
4	17613	5
5	119829	5
6	7603	5
7	16984	5
8	38420	5
9	14770	5
10	18946	5
11	29049	5
12	12728	5
13	15061	5
14	27127	5
15	10761	5
16	13231	5
17	21147	5
18	8960	5
19	10943	5
20	21185	5
21	8078	5
22	10840	5
23	16299	5
24	7143	5
25	9532	5
-20	8859	3
-19	4152	3
-18	8985	3
-17	12411	3
-16	5546	3
-15	2691	3
-14	3016	3
-13	1549	3
-12	361	3
-11	244	3
-10	274	3
-9	185	3
-8	171	3
-7	246	3
-6	212	3
-5	164	3
-4	269	3
-3	157	3
-2	408	3
-1	237	3
0	260	3
1	190	3
2	209	3
3	167	3
4	188	3
5	150	3
6	155	3
7	160	3
8	131	3
9	181	3
10	173	3
11	154	3
12	265	3
13	140	3
14	145	3
15	193	3
16	211	3
17	187	3
18	196	3
19	187	3
20	150	3
21	132	3
22	158	3
23	236	3
24	184	3
25	340	3
