Position	Counts	End
-20	3526	5
-19	3855	5
-18	3653	5
-17	3849	5
-16	3840	5
-15	4059	5
-14	4065	5
-13	4110	5
-12	4228	5
-11	4347	5
-10	4421	5
-9	4515	5
-8	4421	5
-7	4536	5
-6	4435	5
-5	4452	5
-4	4772	5
-3	4719	5
-2	4823	5
-1	4873	5
0	4769	5
1	4576	5
2	4788	5
3	4390	5
4	4512	5
5	4896	5
6	4485	5
7	6702	5
8	4399	5
9	4245	5
10	4613	5
11	5671	5
12	4824	5
13	4860	5
14	5504	5
15	4866	5
16	5136	5
17	5593	5
18	5039	5
19	5311	5
20	5959	5
21	5073	5
22	5279	5
23	5902	5
24	5359	5
25	5600	5
-20	13141	3
-19	11762	3
-18	11358	3
-17	12583	3
-16	11515	3
-15	10866	3
-14	11961	3
-13	10331	3
-12	10355	3
-11	11643	3
-10	10150	3
-9	10258	3
-8	11507	3
-7	10224	3
-6	10321	3
-5	10967	3
-4	10028	3
-3	10545	3
-2	10943	3
-1	9228	3
0	10281	3
1	9476	3
2	13076	3
3	9903	3
4	10625	3
5	9272	3
6	9976	3
7	9579	3
8	9314	3
9	9213	3
10	9064	3
11	9694	3
12	8846	3
13	9038	3
14	8987	3
15	9170	3
16	9133	3
17	9405	3
18	9083	3
19	9061	3
20	8987	3
21	9364	3
22	9253	3
23	9431	3
24	9269	3
25	9322	3
