Position	Counts	End
-20	2726	5
-19	3321	5
-18	3050	5
-17	3538	5
-16	3939	5
-15	3461	5
-14	3093	5
-13	3371	5
-12	3060	5
-11	3695	5
-10	3121	5
-9	2897	5
-8	2828	5
-7	3542	5
-6	3211	5
-5	2711	5
-4	3389	5
-3	3436	5
-2	3118	5
-1	3178	5
0	2997	5
1	3280	5
2	3199	5
3	2623	5
4	2524	5
5	3609	5
6	3804	5
7	2845	5
8	4398	5
9	2673	5
10	3083	5
11	3253	5
12	3368	5
13	3020	5
14	3535	5
15	3178	5
16	3034	5
17	3089	5
18	3262	5
19	3047	5
20	3612	5
21	3167	5
22	3018	5
23	3585	5
24	3721	5
25	3151	5
-20	7293	3
-19	7589	3
-18	6529	3
-17	7261	3
-16	7843	3
-15	7112	3
-14	7196	3
-13	7129	3
-12	6263	3
-11	7779	3
-10	7557	3
-9	6988	3
-8	7740	3
-7	7966	3
-6	6977	3
-5	8083	3
-4	7875	3
-3	6692	3
-2	8026	3
-1	7180	3
0	7751	3
1	8233	3
2	10433	3
3	7805	3
4	8534	3
5	7759	3
6	8136	3
7	7875	3
8	8169	3
9	8217	3
10	8079	3
11	8226	3
12	8242	3
13	8259	3
14	7874	3
15	8406	3
16	7786	3
17	8168	3
18	8216	3
19	8064	3
20	7986	3
21	8363	3
22	8475	3
23	8416	3
24	7913	3
25	8415	3
