Position	Counts	End
-20	2974	5
-19	3128	5
-18	3661	5
-17	2698	5
-16	3095	5
-15	3416	5
-14	2802	5
-13	2927	5
-12	2404	5
-11	1981	5
-10	1832	5
-9	23329	5
-8	541134	5
-7	514173	5
-6	44179	5
-5	110074	5
-4	104539	5
-3	19906	5
-2	86039	5
-1	78103	5
0	14556	5
1	143066	5
2	96773	5
3	10247	5
4	104539	5
5	127740	5
6	19113	5
7	110605	5
8	90361	5
9	16018	5
10	112125	5
11	106613	5
12	15894	5
13	100738	5
14	105706	5
15	14308	5
16	99406	5
17	114695	5
18	14580	5
19	93201	5
20	94244	5
21	13529	5
22	101500	5
23	102134	5
24	14167	5
25	94570	5
-20	44219	3
-19	5249	3
-18	46424	3
-17	50409	3
-16	5224	3
-15	19371	3
-14	24539	3
-13	2322	3
-12	848	3
-11	809	3
-10	561	3
-9	483	3
-8	434	3
-7	378	3
-6	303	3
-5	281	3
-4	315	3
-3	411	3
-2	247	3
-1	262	3
0	262	3
1	322	3
2	243	3
3	235	3
4	217	3
5	208	3
6	171	3
7	181	3
8	214	3
9	202	3
10	180	3
11	196	3
12	170	3
13	156	3
14	190	3
15	212	3
16	302	3
17	229	3
18	167	3
19	194	3
20	162	3
21	150	3
22	187	3
23	140	3
24	198	3
25	166	3
