Position	Counts	End
-20	4959	5
-19	6200	5
-18	5498	5
-17	6053	5
-16	6255	5
-15	6164	5
-14	5938	5
-13	6536	5
-12	6357	5
-11	6831	5
-10	6349	5
-9	6786	5
-8	6980	5
-7	8159	5
-6	7732	5
-5	7143	5
-4	8316	5
-3	8686	5
-2	7837	5
-1	8177	5
0	8271	5
1	10427	5
2	10759	5
3	9172	5
4	9678	5
5	13789	5
6	6834	5
7	2672	5
8	4224	5
9	5404	5
10	8537	5
11	8458	5
12	7194	5
13	7342	5
14	8866	5
15	7622	5
16	9710	5
17	8982	5
18	8983	5
19	9075	5
20	9006	5
21	8537	5
22	9210	5
23	9314	5
24	9037	5
25	9250	5
-20	11780	3
-19	10965	3
-18	10005	3
-17	10814	3
-16	10520	3
-15	10558	3
-14	10234	3
-13	9799	3
-12	9204	3
-11	10868	3
-10	9263	3
-9	9681	3
-8	9729	3
-7	9259	3
-6	8845	3
-5	9656	3
-4	9035	3
-3	7447	3
-2	10845	3
-1	9644	3
0	10843	3
1	11538	3
2	14171	3
3	6582	3
4	6971	3
5	7702	3
6	8831	3
7	8483	3
8	8776	3
9	7910	3
10	7947	3
11	8562	3
12	8421	3
13	8259	3
14	8403	3
15	8427	3
16	7835	3
17	8811	3
18	8032	3
19	8075	3
20	8009	3
21	8198	3
22	7916	3
23	7715	3
24	7492	3
25	7783	3
