Position	Counts	End
-20	6608	5
-19	4863	5
-18	4042	5
-17	3815	5
-16	2692	5
-15	3380	5
-14	2930	5
-13	3223	5
-12	2618	5
-11	2585	5
-10	2741	5
-9	8677	5
-8	80447	5
-7	206131	5
-6	48984	5
-5	34627	5
-4	51865	5
-3	18857	5
-2	25499	5
-1	42878	5
0	14524	5
1	27043	5
2	79065	5
3	16563	5
4	12324	5
5	124542	5
6	4728	5
7	16762	5
8	36422	5
9	12409	5
10	21251	5
11	32876	5
12	12178	5
13	19078	5
14	34571	5
15	10901	5
16	18498	5
17	31515	5
18	10590	5
19	16682	5
20	35595	5
21	10479	5
22	19292	5
23	28381	5
24	9947	5
25	17402	5
-20	6266	3
-19	2549	3
-18	5751	3
-17	8222	3
-16	3113	3
-15	2957	3
-14	3623	3
-13	1628	3
-12	304	3
-11	195	3
-10	227	3
-9	116	3
-8	128	3
-7	181	3
-6	117	3
-5	115	3
-4	134	3
-3	85	3
-2	195	3
-1	115	3
0	175	3
1	115	3
2	122	3
3	105	3
4	118	3
5	95	3
6	105	3
7	101	3
8	90	3
9	125	3
10	117	3
11	111	3
12	170	3
13	120	3
14	108	3
15	124	3
16	131	3
17	102	3
18	107	3
19	142	3
20	121	3
21	107	3
22	118	3
23	263	3
24	169	3
25	275	3
