Position	Counts	End
-20	7439	5
-19	7013	5
-18	7051	5
-17	7951	5
-16	8603	5
-15	7968	5
-14	7764	5
-13	7258	5
-12	7285	5
-11	8106	5
-10	7426	5
-9	7460	5
-8	7407	5
-7	7750	5
-6	8137	5
-5	7065	5
-4	7524	5
-3	7396	5
-2	7403	5
-1	7642	5
0	7277	5
1	8099	5
2	7987	5
3	7541	5
4	6026	5
5	8071	5
6	8692	5
7	5355	5
8	7180	5
9	6282	5
10	7700	5
11	7491	5
12	6939	5
13	7381	5
14	7606	5
15	7291	5
16	7407	5
17	7474	5
18	7435	5
19	7282	5
20	7470	5
21	7067	5
22	7563	5
23	7422	5
24	6616	5
25	7339	5
-20	12649	3
-19	12413	3
-18	11942	3
-17	12563	3
-16	12780	3
-15	13130	3
-14	11652	3
-13	12491	3
-12	12559	3
-11	11969	3
-10	12561	3
-9	12286	3
-8	12426	3
-7	13703	3
-6	12711	3
-5	12972	3
-4	12550	3
-3	11618	3
-2	14051	3
-1	12559	3
0	14038	3
1	14392	3
2	15068	3
3	12416	3
4	13830	3
5	12685	3
6	13449	3
7	13254	3
8	13760	3
9	13242	3
10	13443	3
11	13541	3
12	13599	3
13	13729	3
14	13882	3
15	13164	3
16	13512	3
17	13193	3
18	13383	3
19	14079	3
20	13353	3
21	13819	3
22	14120	3
23	13799	3
24	13491	3
25	13415	3
