Position	Counts	End
-20	202	5
-19	159	5
-18	184	5
-17	171	5
-16	132	5
-15	152	5
-14	146	5
-13	106	5
-12	192	5
-11	123	5
-10	283	5
-9	1414	5
-8	9939	5
-7	66974	5
-6	25210	5
-5	6668	5
-4	22013	5
-3	8566	5
-2	4852	5
-1	14181	5
0	6228	5
1	8040	5
2	19801	5
3	5357	5
4	4138	5
5	25124	5
6	7195	5
7	779	5
8	15759	5
9	8069	5
10	5518	5
11	10851	5
12	4664	5
13	3358	5
14	13028	5
15	4735	5
16	3486	5
17	12310	5
18	5576	5
19	4011	5
20	10471	5
21	4782	5
22	3919	5
23	10640	5
24	4526	5
25	3798	5
-20	12042	3
-19	5466	3
-18	3752	3
-17	12543	3
-16	5886	3
-15	14844	3
-14	41310	3
-13	16020	3
-12	1981	3
-11	1851	3
-10	1316	3
-9	1077	3
-8	1051	3
-7	886	3
-6	651	3
-5	658	3
-4	463	3
-3	314	3
-2	301	3
-1	139	3
0	114	3
1	132	3
2	92	3
3	80	3
4	73	3
5	103	3
6	80	3
7	98	3
8	101	3
9	81	3
10	59	3
11	76	3
12	77	3
13	75	3
14	87	3
15	88	3
16	73	3
17	68	3
18	80	3
19	67	3
20	93	3
21	98	3
22	87	3
23	86	3
24	155	3
25	106	3
