Position	Counts	End
-20	1060	5
-19	929	5
-18	937	5
-17	874	5
-16	775	5
-15	933	5
-14	824	5
-13	983	5
-12	777	5
-11	816	5
-10	1532	5
-9	10886	5
-8	64688	5
-7	48880	5
-6	10377	5
-5	27039	5
-4	29353	5
-3	19391	5
-2	30374	5
-1	25026	5
0	17160	5
1	33656	5
2	24090	5
3	14070	5
4	30452	5
5	38557	5
6	14658	5
7	20946	5
8	13224	5
9	7139	5
10	23260	5
11	19656	5
12	9182	5
13	18823	5
14	18775	5
15	8712	5
16	18263	5
17	16860	5
18	7511	5
19	17422	5
20	15901	5
21	7922	5
22	18490	5
23	15199	5
24	6917	5
25	15730	5
-20	3707	3
-19	1795	3
-18	4584	3
-17	4369	3
-16	1708	3
-15	2056	3
-14	1807	3
-13	860	3
-12	859	3
-11	1126	3
-10	610	3
-9	590	3
-8	618	3
-7	420	3
-6	351	3
-5	310	3
-4	274	3
-3	212	3
-2	220	3
-1	225	3
0	218	3
1	188	3
2	354	3
3	123	3
4	182	3
5	169	3
6	204	3
7	210	3
8	186	3
9	204	3
10	206	3
11	168	3
12	192	3
13	197	3
14	174	3
15	238	3
16	235	3
17	227	3
18	178	3
19	193	3
20	169	3
21	177	3
22	188	3
23	163	3
24	174	3
25	149	3
