Position	Counts	End
-20	2069	5
-19	2308	5
-18	2096	5
-17	2199	5
-16	2425	5
-15	19968	5
-14	3562	5
-13	2073	5
-12	2424	5
-11	2470	5
-10	2347	5
-9	2263	5
-8	2359	5
-7	2330	5
-6	2631	5
-5	2202	5
-4	2566	5
-3	2675	5
-2	2608	5
-1	2510	5
0	2495	5
1	2856	5
2	2889	5
3	2028	5
4	2770	5
5	4093	5
6	3604	5
7	2050	5
8	2605	5
9	2282	5
10	2787	5
11	3088	5
12	2438	5
13	2500	5
14	2846	5
15	2553	5
16	2768	5
17	2947	5
18	3000	5
19	2689	5
20	3135	5
21	2739	5
22	2814	5
23	2992	5
24	2618	5
25	2760	5
-20	3394	3
-19	3056	3
-18	3042	3
-17	3520	3
-16	3209	3
-15	3419	3
-14	3388	3
-13	3182	3
-12	3113	3
-11	3335	3
-10	3217	3
-9	3131	3
-8	3348	3
-7	3263	3
-6	3405	3
-5	3599	3
-4	3274	3
-3	2915	3
-2	3374	3
-1	3029	3
0	3405	3
1	3472	3
2	5210	3
3	2751	3
4	3231	3
5	2932	3
6	3449	3
7	3146	3
8	3355	3
9	3103	3
10	3007	3
11	4344	3
12	3539	3
13	3301	3
14	3121	3
15	3387	3
16	3183	3
17	3328	3
18	3290	3
19	3710	3
20	3482	3
21	3592	3
22	3797	3
23	3582	3
24	3379	3
25	3215	3
