Position	Counts	End
-20	152	5
-19	140	5
-18	173	5
-17	151	5
-16	139	5
-15	123	5
-14	140	5
-13	164	5
-12	165	5
-11	204	5
-10	252	5
-9	1229	5
-8	7696	5
-7	8652	5
-6	1215	5
-5	2664	5
-4	2664	5
-3	995	5
-2	2509	5
-1	2429	5
0	1185	5
1	4359	5
2	2167	5
3	1294	5
4	2361	5
5	3613	5
6	1606	5
7	2218	5
8	2438	5
9	1146	5
10	3459	5
11	3101	5
12	1245	5
13	3418	5
14	3810	5
15	1280	5
16	3641	5
17	4054	5
18	1457	5
19	3846	5
20	4194	5
21	1509	5
22	4027	5
23	3803	5
24	1497	5
25	4173	5
-20	5215	3
-19	1899	3
-18	5049	3
-17	5257	3
-16	1857	3
-15	2790	3
-14	2666	3
-13	1347	3
-12	1150	3
-11	781	3
-10	693	3
-9	697	3
-8	789	3
-7	736	3
-6	672	3
-5	612	3
-4	539	3
-3	452	3
-2	429	3
-1	348	3
0	430	3
1	572	3
2	452	3
3	347	3
4	339	3
5	314	3
6	283	3
7	310	3
8	346	3
9	280	3
10	300	3
11	235	3
12	210	3
13	221	3
14	267	3
15	248	3
16	176	3
17	229	3
18	174	3
19	214	3
20	216	3
21	194	3
22	173	3
23	198	3
24	157	3
25	162	3
