Position	Counts	End
-20	133	5
-19	139	5
-18	170	5
-17	120	5
-16	142	5
-15	2465	5
-14	492	5
-13	125	5
-12	137	5
-11	119	5
-10	289	5
-9	3117	5
-8	15144	5
-7	101958	5
-6	19277	5
-5	5898	5
-4	18057	5
-3	5576	5
-2	3250	5
-1	8153	5
0	2978	5
1	3563	5
2	6859	5
3	1297	5
4	2052	5
5	3852	5
6	1264	5
7	377	5
8	2369	5
9	1063	5
10	748	5
11	1865	5
12	759	5
13	519	5
14	2044	5
15	1259	5
16	709	5
17	1765	5
18	813	5
19	654	5
20	2266	5
21	921	5
22	475	5
23	1733	5
24	886	5
25	626	5
-20	1224	3
-19	329	3
-18	393	3
-17	1735	3
-16	551	3
-15	2886	3
-14	10725	3
-13	2388	3
-12	822	3
-11	345	3
-10	148	3
-9	135	3
-8	112	3
-7	101	3
-6	159	3
-5	100	3
-4	100	3
-3	78	3
-2	69	3
-1	66	3
0	89	3
1	58	3
2	214	3
3	118	3
4	152	3
5	81	3
6	121	3
7	53	3
8	51	3
9	38	3
10	33	3
11	437	3
12	225	3
13	51	3
14	57	3
15	46	3
16	59	3
17	90	3
18	96	3
19	81	3
20	57	3
21	89	3
22	102	3
23	46	3
24	39	3
25	183	3
