Position	Counts	End
-20	2179	5
-19	1916	5
-18	2554	5
-17	1894	5
-16	1772	5
-15	2171	5
-14	1908	5
-13	1867	5
-12	2027	5
-11	1473	5
-10	1363	5
-9	5943	5
-8	189903	5
-7	333177	5
-6	40379	5
-5	51617	5
-4	83284	5
-3	16703	5
-2	42347	5
-1	62454	5
0	12062	5
1	63992	5
2	73381	5
3	10994	5
4	47700	5
5	99348	5
6	13760	5
7	49726	5
8	70080	5
9	14989	5
10	51533	5
11	81257	5
12	12384	5
13	44552	5
14	79413	5
15	12390	5
16	44204	5
17	80519	5
18	12410	5
19	43923	5
20	75132	5
21	11620	5
22	45189	5
23	75345	5
24	12067	5
25	43730	5
-20	38105	3
-19	5345	3
-18	22649	3
-17	38746	3
-16	4807	3
-15	3596	3
-14	5236	3
-13	1037	3
-12	477	3
-11	319	3
-10	295	3
-9	261	3
-8	234	3
-7	227	3
-6	191	3
-5	155	3
-4	198	3
-3	285	3
-2	178	3
-1	196	3
0	257	3
1	188	3
2	183	3
3	181	3
4	131	3
5	144	3
6	122	3
7	117	3
8	170	3
9	164	3
10	142	3
11	142	3
12	122	3
13	146	3
14	148	3
15	164	3
16	170	3
17	130	3
18	166	3
19	149	3
20	137	3
21	106	3
22	173	3
23	114	3
24	148	3
25	118	3
