Position	Counts	End
-20	1028	5
-19	961	5
-18	1000	5
-17	997	5
-16	1009	5
-15	1186	5
-14	1093	5
-13	1028	5
-12	861	5
-11	997	5
-10	1793	5
-9	9886	5
-8	79627	5
-7	93311	5
-6	9886	5
-5	12411	5
-4	12785	5
-3	4076	5
-2	8953	5
-1	9748	5
0	3421	5
1	14915	5
2	9200	5
3	3124	5
4	7899	5
5	14970	5
6	6111	5
7	9925	5
8	11770	5
9	3154	5
10	14061	5
11	12972	5
12	3959	5
13	12108	5
14	16031	5
15	3510	5
16	12155	5
17	16859	5
18	3295	5
19	13048	5
20	13815	5
21	3691	5
22	13666	5
23	14737	5
24	4161	5
25	13425	5
-20	8987	3
-19	1835	3
-18	7086	3
-17	9434	3
-16	4157	3
-15	19101	3
-14	23881	3
-13	2199	3
-12	1033	3
-11	834	3
-10	519	3
-9	483	3
-8	437	3
-7	426	3
-6	351	3
-5	289	3
-4	309	3
-3	274	3
-2	238	3
-1	212	3
0	186	3
1	191	3
2	171	3
3	140	3
4	163	3
5	147	3
6	154	3
7	142	3
8	145	3
9	126	3
10	110	3
11	138	3
12	158	3
13	106	3
14	129	3
15	116	3
16	141	3
17	99	3
18	87	3
19	95	3
20	76	3
21	84	3
22	102	3
23	84	3
24	94	3
25	135	3
