Position	Counts	End
-20	15	5
-19	8	5
-18	13	5
-17	8	5
-16	5	5
-15	16	5
-14	9	5
-13	9	5
-12	6	5
-11	5	5
-10	15	5
-9	88	5
-8	455	5
-7	2645	5
-6	641	5
-5	176	5
-4	397	5
-3	227	5
-2	195	5
-1	590	5
0	233	5
1	499	5
2	806	5
3	235	5
4	133	5
5	506	5
6	222	5
7	55	5
8	455	5
9	204	5
10	183	5
11	327	5
12	143	5
13	130	5
14	358	5
15	129	5
16	160	5
17	389	5
18	181	5
19	158	5
20	391	5
21	168	5
22	192	5
23	438	5
24	236	5
25	190	5
-20	607	3
-19	342	3
-18	337	3
-17	687	3
-16	290	3
-15	488	3
-14	1109	3
-13	342	3
-12	98	3
-11	94	3
-10	85	3
-9	63	3
-8	36	3
-7	31	3
-6	38	3
-5	30	3
-4	20	3
-3	23	3
-2	22	3
-1	13	3
0	16	3
1	9	3
2	7	3
3	7	3
4	11	3
5	6	3
6	6	3
7	2	3
8	7	3
9	1	3
10	3	3
11	1	3
12	4	3
13	0	3
14	3	3
15	3	3
16	6	3
17	6	3
18	3	3
19	1	3
20	9	3
21	3	3
22	5	3
23	4	3
24	7	3
25	10	3
