Position	Counts	End
-20	9015	5
-19	11435	5
-18	10857	5
-17	10420	5
-16	12646	5
-15	8139	5
-14	8572	5
-13	9413	5
-12	7848	5
-11	9408	5
-10	7473	5
-9	6822	5
-8	6822	5
-7	8028	5
-6	6446	5
-5	6005	5
-4	6429	5
-3	6365	5
-2	6002	5
-1	5677	5
0	5264	5
1	5773	5
2	5960	5
3	5461	5
4	4969	5
5	5956	5
6	5206	5
7	6980	5
8	5251	5
9	4899	5
10	5392	5
11	6315	5
12	5509	5
13	5365	5
14	5803	5
15	5038	5
16	5244	5
17	5834	5
18	4972	5
19	4964	5
20	5860	5
21	5051	5
22	4894	5
23	5613	5
24	5072	5
25	5218	5
-20	11418	3
-19	10106	3
-18	9633	3
-17	11139	3
-16	10747	3
-15	10213	3
-14	10855	3
-13	10259	3
-12	10072	3
-11	11955	3
-10	10725	3
-9	10655	3
-8	12182	3
-7	11010	3
-6	10864	3
-5	11922	3
-4	11109	3
-3	10202	3
-2	12462	3
-1	10718	3
0	11146	3
1	10228	3
2	13922	3
3	10490	3
4	11392	3
5	9890	3
6	10647	3
7	10815	3
8	10569	3
9	10629	3
10	10466	3
11	11238	3
12	10631	3
13	10602	3
14	10517	3
15	10400	3
16	10316	3
17	11020	3
18	10592	3
19	10953	3
20	10813	3
21	10720	3
22	10635	3
23	11013	3
24	10227	3
25	10460	3
