Position	Counts	End
-20	6084	5
-19	8408	5
-18	7034	5
-17	8588	5
-16	8510	5
-15	7651	5
-14	7329	5
-13	8257	5
-12	9528	5
-11	9857	5
-10	9139	5
-9	9186	5
-8	10577	5
-7	10830	5
-6	12503	5
-5	11195	5
-4	13557	5
-3	15974	5
-2	13205	5
-1	13331	5
0	16771	5
1	27604	5
2	25011	5
3	11539	5
4	16827	5
5	21484	5
6	12445	5
7	2231	5
8	7751	5
9	8078	5
10	12775	5
11	10078	5
12	10207	5
13	10332	5
14	12415	5
15	12278	5
16	12830	5
17	12349	5
18	16537	5
19	13905	5
20	12748	5
21	11288	5
22	12303	5
23	14065	5
24	13880	5
25	14298	5
-20	13546	3
-19	12632	3
-18	11977	3
-17	11605	3
-16	11067	3
-15	10856	3
-14	11037	3
-13	9776	3
-12	9154	3
-11	12168	3
-10	11384	3
-9	10408	3
-8	10742	3
-7	9359	3
-6	9308	3
-5	11170	3
-4	9255	3
-3	7705	3
-2	10307	3
-1	8620	3
0	10016	3
1	17643	3
2	22807	3
3	5557	3
4	5998	3
5	9192	3
6	10129	3
7	8572	3
8	8468	3
9	7486	3
10	9402	3
11	9816	3
12	7439	3
13	9019	3
14	9847	3
15	8078	3
16	7208	3
17	9733	3
18	7294	3
19	7556	3
20	7374	3
21	8567	3
22	7435	3
23	7979	3
24	6579	3
25	7161	3
