Position	Counts	End
-20	919	5
-19	721	5
-18	767	5
-17	765	5
-16	676	5
-15	9599	5
-14	2422	5
-13	581	5
-12	490	5
-11	467	5
-10	654	5
-9	4701	5
-8	39885	5
-7	57194	5
-6	10284	5
-5	11230	5
-4	16875	5
-3	4370	5
-2	8648	5
-1	13156	5
0	5079	5
1	14407	5
2	15167	5
3	3622	5
4	9095	5
5	26011	5
6	7332	5
7	6833	5
8	13418	5
9	3284	5
10	9060	5
11	12380	5
12	2825	5
13	7782	5
14	10676	5
15	2847	5
16	7230	5
17	11620	5
18	2974	5
19	6065	5
20	8473	5
21	2112	5
22	5436	5
23	9575	5
24	2350	5
25	5794	5
-20	8247	3
-19	1742	3
-18	4585	3
-17	7848	3
-16	2026	3
-15	5862	3
-14	10029	3
-13	1603	3
-12	489	3
-11	368	3
-10	231	3
-9	195	3
-8	155	3
-7	141	3
-6	155	3
-5	127	3
-4	93	3
-3	94	3
-2	90	3
-1	94	3
0	86	3
1	102	3
2	336	3
3	158	3
4	327	3
5	263	3
6	336	3
7	197	3
8	108	3
9	81	3
10	95	3
11	1739	3
12	656	3
13	82	3
14	136	3
15	189	3
16	218	3
17	126	3
18	160	3
19	475	3
20	292	3
21	131	3
22	144	3
23	135	3
24	126	3
25	105	3
