Position	Counts	End
-20	122	5
-19	129	5
-18	116	5
-17	162	5
-16	110	5
-15	122	5
-14	140	5
-13	106	5
-12	175	5
-11	174	5
-10	95	5
-9	127	5
-8	1592	5
-7	2915	5
-6	435	5
-5	482	5
-4	743	5
-3	279	5
-2	529	5
-1	724	5
0	289	5
1	995	5
2	1059	5
3	260	5
4	717	5
5	1623	5
6	207	5
7	240	5
8	805	5
9	244	5
10	682	5
11	805	5
12	229	5
13	599	5
14	1047	5
15	283	5
16	707	5
17	1298	5
18	312	5
19	826	5
20	1063	5
21	323	5
22	895	5
23	1210	5
24	337	5
25	910	5
-20	1868	3
-19	382	3
-18	696	3
-17	1060	3
-16	264	3
-15	236	3
-14	443	3
-13	150	3
-12	127	3
-11	103	3
-10	87	3
-9	105	3
-8	70	3
-7	68	3
-6	74	3
-5	73	3
-4	58	3
-3	39	3
-2	83	3
-1	77	3
0	60	3
1	71	3
2	76	3
3	34	3
4	58	3
5	65	3
6	30	3
7	49	3
8	81	3
9	39	3
10	71	3
11	58	3
12	45	3
13	62	3
14	70	3
15	50	3
16	37	3
17	66	3
18	43	3
19	47	3
20	66	3
21	59	3
22	56	3
23	49	3
24	49	3
25	57	3
