Position	Counts	End
-20	3044	5
-19	2824	5
-18	3698	5
-17	2751	5
-16	2555	5
-15	3026	5
-14	2585	5
-13	2558	5
-12	2675	5
-11	1967	5
-10	1890	5
-9	8635	5
-8	302573	5
-7	456341	5
-6	57175	5
-5	80767	5
-4	121924	5
-3	26031	5
-2	67697	5
-1	88289	5
0	15222	5
1	101310	5
2	109624	5
3	14376	5
4	74985	5
5	150051	5
6	19710	5
7	81071	5
8	104414	5
9	21454	5
10	82723	5
11	118567	5
12	18193	5
13	71074	5
14	111504	5
15	17147	5
16	65648	5
17	113050	5
18	16905	5
19	66066	5
20	102898	5
21	16078	5
22	68892	5
23	105341	5
24	16530	5
25	62517	5
-20	63749	3
-19	8966	3
-18	42670	3
-17	66806	3
-16	8985	3
-15	24947	3
-14	38346	3
-13	5258	3
-12	1468	3
-11	1079	3
-10	863	3
-9	673	3
-8	502	3
-7	437	3
-6	304	3
-5	305	3
-4	351	3
-3	497	3
-2	310	3
-1	294	3
0	311	3
1	333	3
2	296	3
3	297	3
4	237	3
5	229	3
6	230	3
7	266	3
8	296	3
9	281	3
10	226	3
11	246	3
12	188	3
13	217	3
14	251	3
15	244	3
16	356	3
17	240	3
18	295	3
19	307	3
20	223	3
21	194	3
22	309	3
23	194	3
24	221	3
25	232	3
