Position	Counts	End
-20	874	5
-19	826	5
-18	918	5
-17	1121	5
-16	1376	5
-15	1219	5
-14	941	5
-13	1042	5
-12	1066	5
-11	3669	5
-10	51128	5
-9	254484	5
-8	429957	5
-7	235269	5
-6	49459	5
-5	47588	5
-4	33999	5
-3	25188	5
-2	44668	5
-1	28549	5
0	33438	5
1	40632	5
2	21364	5
3	48120	5
4	21376	5
5	56250	5
6	9384	5
7	11708	5
8	19755	5
9	19111	5
10	27760	5
11	14211	5
12	14845	5
13	25464	5
14	17731	5
15	12491	5
16	24701	5
17	15226	5
18	14106	5
19	21301	5
20	13316	5
21	15568	5
22	21592	5
23	13304	5
24	13485	5
25	20220	5
-20	9587	3
-19	11323	3
-18	15361	3
-17	8223	3
-16	3330	3
-15	4586	3
-14	2284	3
-13	520	3
-12	258	3
-11	257	3
-10	234	3
-9	156	3
-8	189	3
-7	198	3
-6	147	3
-5	148	3
-4	121	3
-3	103	3
-2	164	3
-1	151	3
0	183	3
1	204	3
2	79	3
3	146	3
4	106	3
5	134	3
6	99	3
7	132	3
8	135	3
9	110	3
10	105	3
11	85	3
12	115	3
13	83	3
14	143	3
15	177	3
16	229	3
17	122	3
18	105	3
19	100	3
20	113	3
21	100	3
22	141	3
23	138	3
24	113	3
25	127	3
