Position	Counts	End
-20	65306	5
-19	59217	5
-18	60624	5
-17	67982	5
-16	77469	5
-15	65084	5
-14	63308	5
-13	63669	5
-12	60491	5
-11	64934	5
-10	61731	5
-9	64302	5
-8	57894	5
-7	65389	5
-6	64688	5
-5	58372	5
-4	62040	5
-3	60269	5
-2	59174	5
-1	59815	5
0	58462	5
1	60439	5
2	57609	5
3	57343	5
4	48269	5
5	58897	5
6	74677	5
7	52496	5
8	58521	5
9	52612	5
10	63285	5
11	59511	5
12	57473	5
13	58417	5
14	61385	5
15	57414	5
16	58245	5
17	59270	5
18	57879	5
19	57283	5
20	60817	5
21	56018	5
22	59045	5
23	58795	5
24	56684	5
25	56614	5
-20	90547	3
-19	87175	3
-18	85388	3
-17	90246	3
-16	91908	3
-15	96611	3
-14	85830	3
-13	87568	3
-12	89364	3
-11	91754	3
-10	87576	3
-9	89976	3
-8	93293	3
-7	93551	3
-6	89794	3
-5	92648	3
-4	87760	3
-3	82731	3
-2	97189	3
-1	86775	3
0	92846	3
1	97393	3
2	96467	3
3	82755	3
4	95473	3
5	86446	3
6	91227	3
7	88743	3
8	92168	3
9	92093	3
10	92895	3
11	92516	3
12	91979	3
13	93040	3
14	92644	3
15	93186	3
16	92321	3
17	92655	3
18	93184	3
19	92491	3
20	93130	3
21	93499	3
22	91725	3
23	91342	3
24	93198	3
25	91104	3
