Position	Counts	End
-20	3409	5
-19	4162	5
-18	3688	5
-17	4386	5
-16	4154	5
-15	4020	5
-14	3742	5
-13	4888	5
-12	4684	5
-11	4863	5
-10	4787	5
-9	4374	5
-8	5265	5
-7	6047	5
-6	5203	5
-5	5166	5
-4	6713	5
-3	5400	5
-2	5882	5
-1	5664	5
0	6542	5
1	5914	5
2	6626	5
3	8441	5
4	2051	5
5	11069	5
6	2174	5
7	3556	5
8	4841	5
9	5599	5
10	5231	5
11	6217	5
12	5403	5
13	4916	5
14	6546	5
15	5228	5
16	5620	5
17	6943	5
18	5701	5
19	4889	5
20	6553	5
21	6014	5
22	4900	5
23	6597	5
24	5852	5
25	5659	5
-20	7018	3
-19	5787	3
-18	4345	3
-17	6239	3
-16	6185	3
-15	4941	3
-14	6142	3
-13	5744	3
-12	4354	3
-11	6795	3
-10	5426	3
-9	4238	3
-8	6370	3
-7	5085	3
-6	5063	3
-5	5957	3
-4	5000	3
-3	3431	3
-2	6117	3
-1	5208	3
0	5717	3
1	6647	3
2	7446	3
3	3431	3
4	4181	3
5	4026	3
6	4997	3
7	4748	3
8	4925	3
9	4667	3
10	4902	3
11	4961	3
12	4702	3
13	5200	3
14	5114	3
15	4889	3
16	4372	3
17	4994	3
18	4469	3
19	4610	3
20	4666	3
21	4742	3
22	5019	3
23	4786	3
24	4431	3
25	4597	3
