Position	Counts	End
-20	3455	5
-19	3182	5
-18	3291	5
-17	3653	5
-16	3677	5
-15	3676	5
-14	3587	5
-13	3371	5
-12	3720	5
-11	3707	5
-10	3366	5
-9	3651	5
-8	3750	5
-7	3663	5
-6	3824	5
-5	3224	5
-4	3476	5
-3	3613	5
-2	3628	5
-1	3485	5
0	3339	5
1	4181	5
2	4032	5
3	3160	5
4	3267	5
5	3978	5
6	3927	5
7	2568	5
8	3838	5
9	2810	5
10	3618	5
11	3722	5
12	3392	5
13	3665	5
14	3625	5
15	3459	5
16	3476	5
17	3681	5
18	3791	5
19	3607	5
20	3677	5
21	3618	5
22	3714	5
23	3554	5
24	3218	5
25	3802	5
-20	4966	3
-19	4656	3
-18	4332	3
-17	4778	3
-16	4608	3
-15	4984	3
-14	4501	3
-13	4470	3
-12	4556	3
-11	4884	3
-10	4796	3
-9	4776	3
-8	4904	3
-7	5035	3
-6	4965	3
-5	4700	3
-4	4860	3
-3	4347	3
-2	5243	3
-1	4863	3
0	4660	3
1	5037	3
2	7053	3
3	4840	3
4	4851	3
5	4649	3
6	5054	3
7	4893	3
8	5252	3
9	4759	3
10	4964	3
11	5239	3
12	4955	3
13	4993	3
14	5201	3
15	5166	3
16	5011	3
17	5001	3
18	5113	3
19	5501	3
20	5263	3
21	5258	3
22	5065	3
23	5141	3
24	5063	3
25	5122	3
