Position	Counts	End
-20	2582	5
-19	2806	5
-18	2721	5
-17	2913	5
-16	3127	5
-15	2720	5
-14	2643	5
-13	2919	5
-12	2749	5
-11	2982	5
-10	2781	5
-9	3043	5
-8	3061	5
-7	3462	5
-6	3244	5
-5	3189	5
-4	3631	5
-3	3920	5
-2	3372	5
-1	3564	5
0	3609	5
1	4200	5
2	4459	5
3	3957	5
4	3997	5
5	5638	5
6	4278	5
7	1611	5
8	2151	5
9	2714	5
10	3700	5
11	4002	5
12	3445	5
13	3458	5
14	4259	5
15	3463	5
16	4252	5
17	4327	5
18	3878	5
19	4103	5
20	4287	5
21	4162	5
22	4398	5
23	4209	5
24	4236	5
25	4526	5
-20	4740	3
-19	4566	3
-18	4457	3
-17	4605	3
-16	4863	3
-15	4593	3
-14	4289	3
-13	4200	3
-12	4297	3
-11	4359	3
-10	4074	3
-9	4348	3
-8	3991	3
-7	4175	3
-6	4038	3
-5	4147	3
-4	3866	3
-3	3450	3
-2	4418	3
-1	4389	3
0	4503	3
1	5247	3
2	7117	3
3	3109	3
4	3403	3
5	3941	3
6	4173	3
7	3866	3
8	4098	3
9	3696	3
10	3840	3
11	4223	3
12	3897	3
13	3874	3
14	3918	3
15	3985	3
16	3816	3
17	3979	3
18	3672	3
19	3815	3
20	3847	3
21	3830	3
22	3803	3
23	3784	3
24	3666	3
25	3740	3
