Position	Mean	SD	End	BG	DataType
1	0.739178992220933	0.0136005967839973	5	Data	mRNA
2	0.758370018357862	0.0131370454280329	5	Data	mRNA
3	0.754847028052532	0.0130350641297207	5	Data	mRNA
4	0.75735020537474	0.0128589146144542	5	Data	mRNA
5	0.760224223781719	0.0124788025025633	5	Data	mRNA
6	0.758555438900247	0.0117927464957359	5	Data	mRNA
7	0.758462728629055	0.0116165969804694	5	Data	mRNA
8	0.75735020537474	0.0113570082211293	5	Data	mRNA
9	0.75095319666243	0.0106709522143019	5	Data	mRNA
10	0.751973009645552	0.0106338681058248	5	Data	mRNA
11	0.75095319666243	0.0105040737261547	5	Data	mRNA
12	0.748171888526644	0.0104020924278426	5	Data	mRNA
13	0.749840673408115	0.0106431391329441	5	Data	mRNA
14	0.747244785814715	0.0105967839973476	5	Data	mRNA
15	0.746595813916364	0.0107729335126141	5	Data	mRNA
16	0.746224972831593	0.0107914755668527	5	Data	mRNA
17	0.744927029034892	0.0107729335126141	5	Data	mRNA
18	0.743814505780578	0.0107822045397334	5	Data	mRNA
19	0.737602917610654	0.0104206344820811	5	Data	mRNA
20	0.740291515475248	0.0106524101600634	5	Data	mRNA
21	0.735841422457989	0.0104206344820811	5	Data	mRNA
22	0.73491431974606	0.0101425036685025	5	Data	mRNA
23	0.734450768390095	0.0100683354515481	5	Data	mRNA
24	0.733616375949359	0.0100219803159517	5	Data	mRNA
25	0.730927778084765	0.00997562518035525	5	Data	mRNA
26	0.7278683391354	0.00998489620747453	5	Data	mRNA
27	0.72304740503337	0.010096148532906	5	Data	mRNA
28	0.721749461236669	0.00999416723459382	5	Data	mRNA
29	0.720266096897583	0.010161045722741	5	Data	mRNA
30	0.710809649235908	0.0101425036685025	5	Data	mRNA
31	0.71025338760875	0.0103001111295304	5	Data	mRNA
32	0.710346097879943	0.0104020924278426	5	Data	mRNA
33	0.713498247100502	0.0105504288617512	5	Data	mRNA
34	0.712385723846187	0.0105040737261547	5	Data	mRNA
35	0.708028341100121	0.0103464662651268	5	Data	mRNA
36	0.710067967066365	0.010448447563439	5	Data	mRNA
37	0.708491892456085	0.0104391765363197	5	Data	mRNA
38	0.706359556218649	0.0104391765363197	5	Data	mRNA
39	0.707657500015349	0.0107265783770177	5	Data	mRNA
40	0.70673039730342	0.0104577185905583	5	Data	mRNA
41	0.702929276184512	0.0105040737261547	5	Data	mRNA
42	0.704505350794791	0.0101054195600253	5	Data	mRNA
43	0.698479183167253	0.00997562518035525	5	Data	mRNA
44	0.692453015539715	0.00961405512270297	5	Data	mRNA
45	0.689578997132735	0.00953988690574865	5	Data	mRNA
46	0.688466473878421	0.00955842895998723	5	Data	mRNA
47	0.688188343064842	0.00954915793286794	5	Data	mRNA
48	0.685128904115476	0.00918758787521566	5	Data	mRNA
49	0.686148717098598	0.00910507573385398	5	Data	mRNA
50	0.684479932217126	0.00906613741995297	5	Data	mRNA
51	0.682811147335654	0.00884826828264967	5	Data	mRNA
52	0.683830960318776	0.00889925893180576	5	Data	mRNA
53	0.680400680284639	0.00860444026941236	5	Data	mRNA
54	0.681884044623725	0.00864801409687302	5	Data	mRNA
55	0.682625726793268	0.00864801409687302	5	Data	mRNA
56	0.685685165742634	0.00865635802128038	5	Data	mRNA
57	0.688651894420806	0.00861000288568394	5	Data	mRNA
58	0.685963296556212	0.00860629447483622	5	Data	mRNA
59	0.68587058628502	0.00855252251754434	5	Data	mRNA
60	0.69421451069238	0.00961405512270297	5	Data	mRNA
61	0.692638436082101	0.00960478409558367	5	Data	mRNA
62	0.688744604691999	0.00960478409558367	5	Data	mRNA
63	0.689486286861542	0.00964186820406083	5	Data	mRNA
64	0.689486286861542	0.00970676539389586	5	Data	mRNA
65	0.687539371166492	0.00968822333965728	5	Data	mRNA
66	0.686426847912177	0.00950280279727149	5	Data	mRNA
67	0.685128904115476	0.00948426074303291	5	Data	mRNA
68	0.681235072725375	0.00941936355319789	5	Data	mRNA
69	0.685685165742634	0.00954915793286794	5	Data	mRNA
70	0.683738250047583	0.00949353177015221	5	Data	mRNA
71	0.683738250047583	0.00943790560743647	5	Data	mRNA
72	0.687724791708877	0.00947498971591362	5	Data	mRNA
