Position	Counts	End
-20	174	5
-19	691	5
-18	291	5
-17	261	5
-16	377	5
-15	70652	5
-14	18459	5
-13	217	5
-12	223	5
-11	289	5
-10	260	5
-9	785	5
-8	10461	5
-7	26907	5
-6	7657	5
-5	5276	5
-4	9997	5
-3	3513	5
-2	4126	5
-1	7375	5
0	3188	5
1	5995	5
2	7758	5
3	2338	5
4	6595	5
5	7935	5
6	2464	5
7	1964	5
8	4669	5
9	1467	5
10	1853	5
11	3692	5
12	1018	5
13	1210	5
14	2758	5
15	1009	5
16	1165	5
17	2455	5
18	980	5
19	1672	5
20	2642	5
21	753	5
22	842	5
23	1626	5
24	634	5
25	1122	5
-20	1264	3
-19	352	3
-18	882	3
-17	1425	3
-16	437	3
-15	478	3
-14	871	3
-13	224	3
-12	116	3
-11	142	3
-10	95	3
-9	109	3
-8	61	3
-7	54	3
-6	300	3
-5	100	3
-4	63	3
-3	53	3
-2	42	3
-1	48	3
0	62	3
1	224	3
2	1821	3
3	1166	3
4	2150	3
5	1556	3
6	1851	3
7	2659	3
8	373	3
9	205	3
10	85	3
11	4137	3
12	5674	3
13	143	3
14	300	3
15	239	3
16	198	3
17	276	3
18	551	3
19	689	3
20	266	3
21	54	3
22	77	3
23	84	3
24	62	3
25	150	3
