Position	Counts	End
-20	1117	5
-19	1029	5
-18	1189	5
-17	1085	5
-16	1151	5
-15	1059	5
-14	1161	5
-13	812	5
-12	926	5
-11	668	5
-10	835	5
-9	3165	5
-8	109262	5
-7	192249	5
-6	24478	5
-5	39860	5
-4	67029	5
-3	13845	5
-2	28795	5
-1	39269	5
0	9114	5
1	40924	5
2	48712	5
3	7637	5
4	28613	5
5	58545	5
6	8648	5
7	34163	5
8	46465	5
9	10656	5
10	31008	5
11	44723	5
12	8913	5
13	28225	5
14	49772	5
15	7980	5
16	27615	5
17	51952	5
18	8937	5
19	29580	5
20	50708	5
21	7974	5
22	30544	5
23	53791	5
24	9032	5
25	31001	5
-20	48277	3
-19	7842	3
-18	27900	3
-17	46190	3
-16	7239	3
-15	27356	3
-14	61014	3
-13	9047	3
-12	2454	3
-11	2476	3
-10	1932	3
-9	1384	3
-8	1249	3
-7	1179	3
-6	925	3
-5	634	3
-4	575	3
-3	566	3
-2	318	3
-1	326	3
0	414	3
1	419	3
2	431	3
3	333	3
4	293	3
5	206	3
6	146	3
7	263	3
8	249	3
9	305	3
10	204	3
11	188	3
12	208	3
13	162	3
14	172	3
15	173	3
16	249	3
17	286	3
18	213	3
19	126	3
20	104	3
21	165	3
22	194	3
23	100	3
24	194	3
25	146	3
