Position	Counts	End
-20	1241	5
-19	1482	5
-18	1647	5
-17	1836	5
-16	2274	5
-15	2393	5
-14	1997	5
-13	1924	5
-12	1968	5
-11	2091	5
-10	1904	5
-9	1952	5
-8	1952	5
-7	2201	5
-6	2055	5
-5	1805	5
-4	1870	5
-3	1851	5
-2	1752	5
-1	1840	5
0	1691	5
1	1700	5
2	1762	5
3	1958	5
4	1440	5
5	1931	5
6	2611	5
7	1721	5
8	1449	5
9	1762	5
10	1895	5
11	1904	5
12	1928	5
13	2003	5
14	2129	5
15	1772	5
16	1859	5
17	1897	5
18	1851	5
19	1893	5
20	1969	5
21	1889	5
22	1967	5
23	1828	5
24	1850	5
25	1826	5
-20	2785	3
-19	2827	3
-18	2954	3
-17	2734	3
-16	2855	3
-15	2894	3
-14	2455	3
-13	2373	3
-12	2452	3
-11	2392	3
-10	2509	3
-9	2578	3
-8	2515	3
-7	2361	3
-6	2531	3
-5	2630	3
-4	2446	3
-3	2501	3
-2	2597	3
-1	2439	3
0	2601	3
1	2672	3
2	2537	3
3	2759	3
4	3107	3
5	2641	3
6	2649	3
7	2749	3
8	2681	3
9	2685	3
10	2673	3
11	2619	3
12	2826	3
13	2800	3
14	2704	3
15	2835	3
16	2730	3
17	2844	3
18	2726	3
19	2727	3
20	2720	3
21	2747	3
22	2891	3
23	2933	3
24	2923	3
25	3177	3
