Position	Counts	End
-20	1406	5
-19	1674	5
-18	1588	5
-17	1689	5
-16	1739	5
-15	1780	5
-14	1715	5
-13	1847	5
-12	1897	5
-11	2012	5
-10	1826	5
-9	2053	5
-8	2136	5
-7	2394	5
-6	2324	5
-5	2139	5
-4	2623	5
-3	2784	5
-2	2404	5
-1	2432	5
0	2469	5
1	3132	5
2	3394	5
3	2666	5
4	3416	5
5	5011	5
6	2058	5
7	761	5
8	1093	5
9	1718	5
10	2919	5
11	3229	5
12	2320	5
13	2673	5
14	3275	5
15	2568	5
16	3629	5
17	3355	5
18	3203	5
19	3418	5
20	3372	5
21	2907	5
22	3499	5
23	3562	5
24	3058	5
25	3657	5
-20	3989	3
-19	3433	3
-18	3339	3
-17	3821	3
-16	3349	3
-15	3495	3
-14	3555	3
-13	3005	3
-12	3067	3
-11	3823	3
-10	3091	3
-9	3253	3
-8	3314	3
-7	3010	3
-6	3047	3
-5	3431	3
-4	2769	3
-3	2519	3
-2	3881	3
-1	3206	3
0	3344	3
1	3962	3
2	6798	3
3	1607	3
4	1785	3
5	2674	3
6	3204	3
7	2965	3
8	2930	3
9	2640	3
10	2767	3
11	3041	3
12	2747	3
13	2976	3
14	2797	3
15	2907	3
16	2633	3
17	3117	3
18	2743	3
19	2815	3
20	2673	3
21	2892	3
22	2638	3
23	2721	3
24	2632	3
25	2815	3
