Position	Counts	End
-20	785	5
-19	781	5
-18	947	5
-17	716	5
-16	656	5
-15	832	5
-14	706	5
-13	769	5
-12	645	5
-11	561	5
-10	783	5
-9	8738	5
-8	109416	5
-7	147575	5
-6	14005	5
-5	24672	5
-4	29057	5
-3	5992	5
-2	19469	5
-1	23567	5
0	6158	5
1	35413	5
2	31869	5
3	7711	5
4	20689	5
5	48980	5
6	10260	5
7	17377	5
8	30138	5
9	5885	5
10	27277	5
11	29764	5
12	7259	5
13	21696	5
14	28848	5
15	4589	5
16	20573	5
17	34841	5
18	5173	5
19	20426	5
20	26293	5
21	5204	5
22	22330	5
23	27845	5
24	5143	5
25	16693	5
-20	11521	3
-19	2220	3
-18	9139	3
-17	14352	3
-16	2016	3
-15	5981	3
-14	6158	3
-13	603	3
-12	203	3
-11	205	3
-10	164	3
-9	149	3
-8	171	3
-7	154	3
-6	96	3
-5	149	3
-4	139	3
-3	107	3
-2	88	3
-1	107	3
0	104	3
1	88	3
2	94	3
3	87	3
4	68	3
5	86	3
6	67	3
7	83	3
8	82	3
9	81	3
10	72	3
11	89	3
12	79	3
13	72	3
14	96	3
15	91	3
16	167	3
17	132	3
18	107	3
19	91	3
20	54	3
21	69	3
22	75	3
23	71	3
24	68	3
25	78	3
