Position	Counts	End
-20	562	5
-19	710	5
-18	679	5
-17	666	5
-16	779	5
-15	717	5
-14	656	5
-13	686	5
-12	640	5
-11	806	5
-10	1920	5
-9	15751	5
-8	97305	5
-7	70246	5
-6	16605	5
-5	28120	5
-4	29760	5
-3	18002	5
-2	34714	5
-1	27871	5
0	21049	5
1	78788	5
2	58906	5
3	14875	5
4	54144	5
5	62140	5
6	15783	5
7	20763	5
8	20194	5
9	10718	5
10	37346	5
11	37243	5
12	13303	5
13	27920	5
14	28631	5
15	12864	5
16	37989	5
17	35871	5
18	23029	5
19	36656	5
20	35074	5
21	12818	5
22	37686	5
23	35257	5
24	15896	5
25	46515	5
-20	31036	3
-19	12074	3
-18	29818	3
-17	31810	3
-16	22127	3
-15	92799	3
-14	63996	3
-13	12148	3
-12	6084	3
-11	11317	3
-10	6811	3
-9	10031	3
-8	9684	3
-7	5663	3
-6	10720	3
-5	10743	3
-4	3618	3
-3	3299	3
-2	6548	3
-1	1989	3
0	1183	3
1	1074	3
2	2629	3
3	536	3
4	483	3
5	485	3
6	584	3
7	584	3
8	567	3
9	376	3
10	390	3
11	491	3
12	408	3
13	477	3
14	485	3
15	390	3
16	423	3
17	415	3
18	456	3
19	397	3
20	414	3
21	437	3
22	431	3
23	379	3
24	353	3
25	378	3
