Position	Counts	End
-20	242	5
-19	220	5
-18	214	5
-17	277	5
-16	201	5
-15	183	5
-14	217	5
-13	149	5
-12	344	5
-11	234	5
-10	317	5
-9	501	5
-8	2936	5
-7	20673	5
-6	8387	5
-5	3611	5
-4	10091	5
-3	3679	5
-2	2550	5
-1	7980	5
0	3453	5
1	3675	5
2	9453	5
3	3540	5
4	1513	5
5	12100	5
6	3513	5
7	383	5
8	6005	5
9	2776	5
10	3033	5
11	4507	5
12	2184	5
13	1879	5
14	4853	5
15	2005	5
16	2192	5
17	5295	5
18	2828	5
19	1989	5
20	5206	5
21	2826	5
22	3080	5
23	4984	5
24	3272	5
25	2309	5
-20	20593	3
-19	9050	3
-18	7872	3
-17	18053	3
-16	9861	3
-15	8710	3
-14	15067	3
-13	8683	3
-12	2082	3
-11	1676	3
-10	1308	3
-9	1116	3
-8	784	3
-7	839	3
-6	658	3
-5	566	3
-4	455	3
-3	323	3
-2	383	3
-1	250	3
0	281	3
1	287	3
2	170	3
3	131	3
4	171	3
5	122	3
6	175	3
7	159	3
8	134	3
9	151	3
10	162	3
11	156	3
12	141	3
13	153	3
14	176	3
15	156	3
16	122	3
17	172	3
18	194	3
19	138	3
20	101	3
21	97	3
22	174	3
23	107	3
24	108	3
25	99	3
