Position	Counts	End
-20	4110	5
-19	4682	5
-18	4561	5
-17	4819	5
-16	5293	5
-15	4700	5
-14	4548	5
-13	5440	5
-12	5046	5
-11	4885	5
-10	5158	5
-9	4932	5
-8	4923	5
-7	6770	5
-6	5975	5
-5	4777	5
-4	6222	5
-3	5686	5
-2	5786	5
-1	6404	5
0	7136	5
1	5418	5
2	7508	5
3	9212	5
4	2881	5
5	12688	5
6	3438	5
7	3958	5
8	5655	5
9	5728	5
10	5254	5
11	5776	5
12	5574	5
13	5268	5
14	6508	5
15	5622	5
16	6240	5
17	6566	5
18	6567	5
19	5611	5
20	6610	5
21	6751	5
22	5738	5
23	6990	5
24	6823	5
25	6380	5
-20	6673	3
-19	7021	3
-18	5617	3
-17	6107	3
-16	8199	3
-15	6274	3
-14	5751	3
-13	6369	3
-12	5624	3
-11	6847	3
-10	6325	3
-9	5705	3
-8	6226	3
-7	6415	3
-6	5978	3
-5	6164	3
-4	5832	3
-3	3819	3
-2	6499	3
-1	6363	3
0	6980	3
1	8172	3
2	6063	3
3	4631	3
4	5345	3
5	5120	3
6	5425	3
7	5263	3
8	5363	3
9	5270	3
10	5309	3
11	5029	3
12	5291	3
13	5228	3
14	5380	3
15	5166	3
16	4554	3
17	5116	3
18	4973	3
19	5129	3
20	4972	3
21	4865	3
22	5162	3
23	4747	3
24	4526	3
25	4590	3
