Position	Counts	End
-20	1551	5
-19	1464	5
-18	1487	5
-17	1522	5
-16	1643	5
-15	1486	5
-14	1279	5
-13	1406	5
-12	1310	5
-11	2854	5
-10	38646	5
-9	206601	5
-8	299538	5
-7	152648	5
-6	55369	5
-5	48710	5
-4	32607	5
-3	35266	5
-2	52749	5
-1	31350	5
0	53199	5
1	59774	5
2	28864	5
3	72742	5
4	31670	5
5	79676	5
6	25016	5
7	31352	5
8	28124	5
9	41572	5
10	46963	5
11	23552	5
12	29301	5
13	43833	5
14	25922	5
15	25060	5
16	41227	5
17	23210	5
18	24677	5
19	34006	5
20	19333	5
21	27119	5
22	33106	5
23	19064	5
24	22468	5
25	30960	5
-20	8322	3
-19	12621	3
-18	15498	3
-17	7468	3
-16	7867	3
-15	10254	3
-14	3772	3
-13	615	3
-12	264	3
-11	240	3
-10	286	3
-9	206	3
-8	197	3
-7	191	3
-6	168	3
-5	179	3
-4	172	3
-3	115	3
-2	163	3
-1	176	3
0	199	3
1	146	3
2	100	3
3	122	3
4	129	3
5	137	3
6	112	3
7	114	3
8	108	3
9	110	3
10	114	3
11	108	3
12	110	3
13	99	3
14	154	3
15	178	3
16	264	3
17	135	3
18	101	3
19	98	3
20	117	3
21	119	3
22	132	3
23	123	3
24	160	3
25	103	3
