Position	Counts	End
-20	597	5
-19	768	5
-18	706	5
-17	660	5
-16	636	5
-15	33277	5
-14	7019	5
-13	463	5
-12	581	5
-11	501	5
-10	549	5
-9	2302	5
-8	24949	5
-7	58153	5
-6	10667	5
-5	9603	5
-4	19386	5
-3	5244	5
-2	7929	5
-1	17033	5
0	4878	5
1	13102	5
2	18762	5
3	3544	5
4	10524	5
5	30807	5
6	7254	5
7	6595	5
8	15171	5
9	3973	5
10	7448	5
11	15019	5
12	3354	5
13	5531	5
14	13234	5
15	3312	5
16	5819	5
17	12363	5
18	3350	5
19	5221	5
20	11294	5
21	2975	5
22	4569	5
23	9679	5
24	2443	5
25	5286	5
-20	6322	3
-19	1436	3
-18	2999	3
-17	6761	3
-16	1444	3
-15	2376	3
-14	5398	3
-13	1132	3
-12	336	3
-11	248	3
-10	230	3
-9	164	3
-8	116	3
-7	114	3
-6	198	3
-5	112	3
-4	107	3
-3	79	3
-2	56	3
-1	71	3
0	96	3
1	119	3
2	518	3
3	422	3
4	711	3
5	404	3
6	453	3
7	500	3
8	148	3
9	111	3
10	74	3
11	6435	3
12	1132	3
13	101	3
14	112	3
15	166	3
16	197	3
17	146	3
18	249	3
19	509	3
20	193	3
21	71	3
22	98	3
23	72	3
24	47	3
25	144	3
