Position	Counts	End
-20	722	5
-19	547	5
-18	552	5
-17	576	5
-16	538	5
-15	550	5
-14	606	5
-13	457	5
-12	468	5
-11	321	5
-10	425	5
-9	1874	5
-8	10512	5
-7	104328	5
-6	32654	5
-5	8055	5
-4	24756	5
-3	10596	5
-2	4005	5
-1	21560	5
0	9104	5
1	6244	5
2	27229	5
3	6670	5
4	3476	5
5	28603	5
6	8214	5
7	783	5
8	13598	5
9	5928	5
10	2807	5
11	11312	5
12	5049	5
13	1868	5
14	9457	5
15	4200	5
16	2082	5
17	8345	5
18	3704	5
19	1690	5
20	6852	5
21	2891	5
22	1400	5
23	5728	5
24	2377	5
25	1239	5
-20	3253	3
-19	1364	3
-18	734	3
-17	3674	3
-16	1584	3
-15	869	3
-14	2526	3
-13	1407	3
-12	418	3
-11	184	3
-10	38	3
-9	45	3
-8	21	3
-7	66	3
-6	117	3
-5	29	3
-4	50	3
-3	49	3
-2	48	3
-1	54	3
0	71	3
1	50	3
2	52	3
3	85	3
4	159	3
5	114	3
6	108	3
7	62	3
8	33	3
9	52	3
10	64	3
11	422	3
12	92	3
13	51	3
14	38	3
15	72	3
16	95	3
17	44	3
18	86	3
19	82	3
20	41	3
21	54	3
22	47	3
23	47	3
24	40	3
25	36	3
