Position	Counts	End
-20	2688	5
-19	2305	5
-18	2610	5
-17	1857	5
-16	1947	5
-15	2008	5
-14	1645	5
-13	1744	5
-12	1541	5
-11	1542	5
-10	7801	5
-9	68191	5
-8	224622	5
-7	152061	5
-6	25302	5
-5	48938	5
-4	36179	5
-3	15356	5
-2	46754	5
-1	35018	5
0	23333	5
1	65211	5
2	39124	5
3	35117	5
4	34083	5
5	88966	5
6	12434	5
7	27927	5
8	35996	5
9	18260	5
10	43968	5
11	31146	5
12	13071	5
13	41705	5
14	32982	5
15	13033	5
16	41263	5
17	34778	5
18	12905	5
19	36494	5
20	29642	5
21	14421	5
22	38217	5
23	30336	5
24	12216	5
25	35567	5
-20	10848	3
-19	6262	3
-18	15220	3
-17	13007	3
-16	3589	3
-15	8677	3
-14	9030	3
-13	1021	3
-12	285	3
-11	287	3
-10	298	3
-9	223	3
-8	255	3
-7	190	3
-6	184	3
-5	144	3
-4	223	3
-3	149	3
-2	166	3
-1	186	3
0	221	3
1	187	3
2	120	3
3	124	3
4	140	3
5	123	3
6	83	3
7	112	3
8	103	3
9	108	3
10	97	3
11	142	3
12	127	3
13	87	3
14	120	3
15	157	3
16	325	3
17	195	3
18	106	3
19	102	3
20	104	3
21	114	3
22	117	3
23	98	3
24	132	3
25	104	3
