Position	Counts	End
-20	885	5
-19	930	5
-18	896	5
-17	891	5
-16	985	5
-15	987	5
-14	842	5
-13	917	5
-12	834	5
-11	3569	5
-10	42523	5
-9	199859	5
-8	232394	5
-7	118470	5
-6	52965	5
-5	41699	5
-4	28958	5
-3	36768	5
-2	42834	5
-1	25576	5
0	50903	5
1	34597	5
2	19653	5
3	53221	5
4	18844	5
5	53942	5
6	13907	5
7	18701	5
8	16738	5
9	28004	5
10	25902	5
11	12816	5
12	20188	5
13	23251	5
14	13893	5
15	16617	5
16	22435	5
17	12416	5
18	17329	5
19	18480	5
20	11079	5
21	18877	5
22	17432	5
23	10092	5
24	15641	5
25	17020	5
-20	5047	3
-19	10097	3
-18	9566	3
-17	4089	3
-16	6537	3
-15	6329	3
-14	1881	3
-13	422	3
-12	209	3
-11	195	3
-10	203	3
-9	161	3
-8	163	3
-7	118	3
-6	119	3
-5	135	3
-4	149	3
-3	55	3
-2	107	3
-1	131	3
0	127	3
1	99	3
2	76	3
3	72	3
4	72	3
5	82	3
6	77	3
7	75	3
8	83	3
9	61	3
10	73	3
11	60	3
12	80	3
13	58	3
14	87	3
15	144	3
16	133	3
17	78	3
18	55	3
19	67	3
20	62	3
21	76	3
22	66	3
23	72	3
24	58	3
25	70	3
